"","nobstrees","npredtrees","ext.rt","tp","match.rt","fn","fp","ft","accuracy","omission","commission","xy.rmse","z.rmse","xyz.rmse","precision","recall","f","loss","quad","paramset"
"SG-SWR1_p41",236,3,0.0127118644067797,1,0.00423728813559322,235,2,237,0.00423728813559322,0.995762711864407,0.666666666666667,2.29476250509991,2.513,3.40310210760894,0.333333333333333,0.00423728813559322,0.00836820083682008,406.670701859268,"SG-SWR1","p41"
"SG-SWR1_p42",236,295,1.25,109,0.461864406779661,127,186,313,0.461864406779661,0.538135593220339,0.630508474576271,2.21564504112264,1.36565406247286,2.60270896694193,0.369491525423729,0.461864406779661,0.410546139359699,6.33962596993655,"SG-SWR1","p42"
"SG-SWR1_p43",236,123,0.521186440677966,66,0.279661016949153,170,57,227,0.279661016949153,0.720338983050847,0.463414634146341,2.51733839717486,1.38914673505543,2.87519064714082,0.536585365853659,0.279661016949153,0.367688022284123,7.81964729032996,"SG-SWR1","p43"
"SG-SWR1_p44",236,84,0.355932203389831,54,0.228813559322034,182,30,212,0.228813559322034,0.771186440677966,0.357142857142857,2.56130924263213,1.73282331706038,3.09240710200661,0.642857142857143,0.228813559322034,0.3375,9.16268770964923,"SG-SWR1","p44"
"SG-SWR1_p45",236,3,0.0127118644067797,1,0.00423728813559322,235,2,237,0.00423728813559322,0.995762711864407,0.666666666666667,1.95053321249239,2.513,3.18115526389956,0.333333333333333,0.00423728813559322,0.00836820083682008,380.148054035997,"SG-SWR1","p45"
"SG-SWR1_p46",236,295,1.25,114,0.483050847457627,122,181,303,0.483050847457627,0.516949152542373,0.613559322033898,2.21974329028536,1.3647009343995,2.60569931402642,0.386440677966102,0.483050847457627,0.429378531073446,6.06853656029836,"SG-SWR1","p46"
"SG-SWR1_p47",236,123,0.521186440677966,66,0.279661016949153,170,57,227,0.279661016949153,0.720338983050847,0.463414634146341,2.51733839717486,1.38914673505543,2.87519064714082,0.536585365853659,0.279661016949153,0.367688022284123,7.81964729032996,"SG-SWR1","p47"
"SG-SWR1_p48",236,83,0.351694915254237,54,0.228813559322034,182,29,211,0.228813559322034,0.771186440677966,0.349397590361446,2.50649907060871,1.76621709164384,3.06627794007281,0.650602409638554,0.228813559322034,0.338557993730408,9.05687650817802,"SG-SWR1","p48"
"CC-UC1_p2",150,411,2.74,59,0.393333333333333,91,352,443,0.393333333333333,0.606666666666667,0.856447688564477,2.51587028250102,1.7944170622295,3.09023233294717,0.143552311435523,0.393333333333333,0.210338680926916,14.6916977862997,"CC-UC1","p2"
"CC-UC1_p3",150,118,0.786666666666667,42,0.28,108,76,184,0.28,0.72,0.644067796610169,3.05120389970159,2.050170422649,3.67600924909867,0.355932203389831,0.28,0.313432835820896,11.7282199852196,"CC-UC1","p3"
"CC-UC1_p4",150,373,2.48666666666667,50,0.333333333333333,100,323,423,0.333333333333333,0.666666666666667,0.865951742627346,2.56098251937522,1.89819588030319,3.18775454898043,0.134048257372654,0.333333333333333,0.191204588910134,16.6719562911677,"CC-UC1","p4"
"CC-UC1_p5",150,117,0.78,36,0.24,114,81,195,0.24,0.76,0.692307692307692,3.36660740739512,2.15399865237758,3.99671810739413,0.307692307692308,0.24,0.269662921348315,14.8211629815866,"CC-UC1","p5"
"CC-UC1_p6",150,183,1.22,50,0.333333333333333,100,133,233,0.333333333333333,0.666666666666667,0.726775956284153,3.19540903247844,1.79854904297881,3.66679935977479,0.273224043715847,0.333333333333333,0.3003003003003,12.2104418680501,"CC-UC1","p6"
"CC-UC1_p7",150,151,1.00666666666667,38,0.253333333333333,112,113,225,0.253333333333333,0.746666666666667,0.748344370860927,3.24883941562998,2.00158098696216,3.8159250511402,0.251655629139073,0.253333333333333,0.25249169435216,15.1130715841211,"CC-UC1","p7"
"CC-UC1_p8",150,188,1.25333333333333,40,0.266666666666667,110,148,258,0.266666666666667,0.733333333333333,0.787234042553192,3.20555912041126,1.94010888869671,3.74694966265252,0.212765957446809,0.266666666666667,0.236686390532544,15.8308623247069,"CC-UC1","p8"
"CC-UC1_p9",150,64,0.426666666666667,27,0.18,123,37,160,0.18,0.82,0.578125,3.69183365361013,1.96360521603617,4.18155248327374,0.421875,0.18,0.252336448598131,16.5713376188996,"CC-UC1","p9"
"CC-UC1_p10",150,108,0.72,40,0.266666666666667,110,68,178,0.266666666666667,0.733333333333333,0.62962962962963,3.33485161825808,1.85292596317284,3.81504520822474,0.37037037037037,0.266666666666667,0.310077519379845,12.3035207965248,"CC-UC1","p10"
"CC-UC1_p11",150,81,0.54,30,0.2,120,51,171,0.2,0.8,0.62962962962963,3.40248570507261,2.1885108255006,4.04555170607876,0.37037037037037,0.2,0.25974025974026,15.5753740684032,"CC-UC1","p11"
"CC-UC1_p12",150,80,0.533333333333333,25,0.166666666666667,125,55,180,0.166666666666667,0.833333333333333,0.6875,3.38474951525453,2.07593981608331,3.97064924175075,0.3125,0.166666666666667,0.217391304347826,18.2649865120534,"CC-UC1","p12"
"CC-UC1_p13",150,55,0.366666666666667,24,0.16,126,31,157,0.16,0.84,0.563636363636364,3.48803522951432,2.1792079505331,4.11282592070218,0.436363636363636,0.16,0.234146341463415,17.5651940363322,"CC-UC1","p13"
"CC-UC1_p14",150,94,0.626666666666667,36,0.24,114,58,172,0.24,0.76,0.617021276595745,3.24145512588256,1.88006871919323,3.74722426897553,0.382978723404255,0.24,0.295081967213115,12.698926689306,"CC-UC1","p14"
"CC-UC1_p15",150,70,0.466666666666667,26,0.173333333333333,124,44,168,0.173333333333333,0.826666666666667,0.628571428571429,3.3940435287965,2.09466017989333,3.98837469962342,0.371428571428571,0.173333333333333,0.236363636363636,16.8738929599452,"CC-UC1","p15"
"CC-UC1_p16",150,68,0.453333333333333,24,0.16,126,44,170,0.16,0.84,0.647058823529412,3.44797381384087,2.15685479923893,4.06700701326323,0.352941176470588,0.16,0.220183486238532,18.4709901852372,"CC-UC1","p16"
"CC-UC1_p18",150,380,2.53333333333333,56,0.373333333333333,94,324,418,0.373333333333333,0.626666666666667,0.852631578947368,2.51871437588964,1.77616033502448,3.08199085706422,0.147368421052632,0.373333333333333,0.211320754716981,14.584421020036,"CC-UC1","p18"
"CC-UC1_p19",150,120,0.8,42,0.28,108,78,186,0.28,0.72,0.65,3.17974201689421,2.0065337560793,3.75991183517489,0.35,0.28,0.311111111111111,12.0854308987764,"CC-UC1","p19"
"CC-UC1_p20",150,344,2.29333333333333,47,0.313333333333333,103,297,400,0.313333333333333,0.686666666666667,0.863372093023256,2.65203032140355,1.83061705676273,3.22248718137939,0.136627906976744,0.313333333333333,0.190283400809717,16.9351985915044,"CC-UC1","p20"
"CC-UC1_p21",150,108,0.72,32,0.213333333333333,118,76,194,0.213333333333333,0.786666666666667,0.703703703703704,3.28948729495482,1.97904648757931,3.83892584763878,0.296296296296296,0.213333333333333,0.248062015503876,15.4756698232938,"CC-UC1","p21"
"CC-UC1_p22",150,183,1.22,50,0.333333333333333,100,133,233,0.333333333333333,0.666666666666667,0.726775956284153,3.19540903247844,1.79854904297881,3.66679935977479,0.273224043715847,0.333333333333333,0.3003003003003,12.2104418680501,"CC-UC1","p22"
"CC-UC1_p23",150,150,1,38,0.253333333333333,112,112,224,0.253333333333333,0.746666666666667,0.746666666666667,3.18930800797264,1.89014780123839,3.70733654801459,0.253333333333333,0.253333333333333,0.253333333333333,14.634223215847,"CC-UC1","p23"
"CC-UC1_p24",150,181,1.20666666666667,38,0.253333333333333,112,143,255,0.253333333333333,0.746666666666667,0.790055248618785,3.16263149838058,1.96075819787304,3.72113029939497,0.209944751381215,0.253333333333333,0.229607250755287,16.2065016986807,"CC-UC1","p24"
"CC-UC1_p25",150,61,0.406666666666667,25,0.166666666666667,125,36,161,0.166666666666667,0.833333333333333,0.590163934426229,3.60101020587796,2.04571760514495,4.14152568781569,0.409836065573771,0.166666666666667,0.23696682464455,17.4772384025822,"CC-UC1","p25"
"CC-UC1_p26",150,109,0.726666666666667,39,0.26,111,70,181,0.26,0.74,0.642201834862385,3.26016710020176,1.81380771038619,3.73076237939304,0.357798165137615,0.26,0.301158301158301,12.3880443110615,"CC-UC1","p26"
"CC-UC1_p27",150,81,0.54,30,0.2,120,51,171,0.2,0.8,0.62962962962963,3.40248570507261,2.1885108255006,4.04555170607876,0.37037037037037,0.2,0.25974025974026,15.5753740684032,"CC-UC1","p27"
"CC-UC1_p28",150,80,0.533333333333333,27,0.18,123,53,176,0.18,0.82,0.6625,3.48546351576272,2.09386679331522,4.06604649110916,0.3375,0.18,0.234782608695652,17.3183461658353,"CC-UC1","p28"
"CC-UC1_p29",150,52,0.346666666666667,22,0.146666666666667,128,30,158,0.146666666666667,0.853333333333333,0.576923076923077,3.5351680321883,2.06379220677065,4.09348888950897,0.423076923076923,0.146666666666667,0.217821782178218,18.7928353563821,"CC-UC1","p29"
"CC-UC1_p30",150,95,0.633333333333333,37,0.246666666666667,113,58,171,0.246666666666667,0.753333333333333,0.610526315789474,3.33477074665811,1.84264380420883,3.80999109210978,0.389473684210526,0.246666666666667,0.302040816326531,12.61415969685,"CC-UC1","p30"
"CC-UC1_p31",150,71,0.473333333333333,26,0.173333333333333,124,45,169,0.173333333333333,0.826666666666667,0.633802816901408,3.33140770959925,2.04012863470759,3.90645647278082,0.366197183098592,0.173333333333333,0.235294117647059,16.6024400093185,"CC-UC1","p31"
"CC-UC1_p32",150,68,0.453333333333333,24,0.16,126,44,170,0.16,0.84,0.647058823529412,3.44797381384087,2.15685479923893,4.06700701326323,0.352941176470588,0.16,0.220183486238532,18.4709901852372,"CC-UC1","p32"
"CC-UC1_p34",150,362,2.41333333333333,57,0.38,93,305,398,0.38,0.62,0.842541436464088,2.66848464512421,1.71271980789354,3.17083891763908,0.157458563535912,0.38,0.22265625,14.2409607529053,"CC-UC1","p34"
"CC-UC1_p35",150,124,0.826666666666667,43,0.286666666666667,107,81,188,0.286666666666667,0.713333333333333,0.653225806451613,3.03453599527427,2.01419894054511,3.64217051752224,0.346774193548387,0.286666666666667,0.313868613138686,11.6041246721057,"CC-UC1","p35"
"CC-UC1_p36",150,322,2.14666666666667,45,0.3,105,277,382,0.3,0.7,0.860248447204969,2.52770243154156,1.88197848021703,3.15136836666568,0.139751552795031,0.3,0.190677966101695,16.5271763229578,"CC-UC1","p36"
"CC-UC1_p37",150,98,0.653333333333333,27,0.18,123,71,194,0.18,0.82,0.724489795918367,3.21086906514793,2.06018196787098,3.81497442904466,0.275510204081633,0.18,0.217741935483871,17.5206233037607,"CC-UC1","p37"
"CC-UC1_p38",150,183,1.22,50,0.333333333333333,100,133,233,0.333333333333333,0.666666666666667,0.726775956284153,3.19540903247844,1.79854904297881,3.66679935977479,0.273224043715847,0.333333333333333,0.3003003003003,12.2104418680501,"CC-UC1","p38"
"CC-UC1_p39",150,149,0.993333333333333,39,0.26,111,110,221,0.26,0.74,0.738255033557047,3.27497351647516,2.00458984870683,3.83976978413448,0.261744966442953,0.26,0.260869565217391,14.7191175058488,"CC-UC1","p39"
"CC-UC1_p40",150,165,1.1,39,0.26,111,126,237,0.26,0.74,0.763636363636364,3.20074289677074,2.2143270610579,3.89204309130329,0.236363636363636,0.26,0.247619047619048,15.7178663302633,"CC-UC1","p40"
"CC-UC1_p41",150,59,0.393333333333333,25,0.166666666666667,125,34,159,0.166666666666667,0.833333333333333,0.576271186440678,3.58811090241656,2.04571760514495,4.1303148025351,0.423728813559322,0.166666666666667,0.239234449760766,17.2647158745967,"CC-UC1","p41"
"CC-UC1_p42",150,113,0.753333333333333,40,0.266666666666667,110,73,183,0.266666666666667,0.733333333333333,0.646017699115044,3.36434127752653,1.71812178701046,3.77766259830981,0.353982300884956,0.266666666666667,0.304182509505703,12.4190657919435,"CC-UC1","p42"
"CC-UC1_p43",150,81,0.54,30,0.2,120,51,171,0.2,0.8,0.62962962962963,3.40248570507261,2.1885108255006,4.04555170607876,0.37037037037037,0.2,0.25974025974026,15.5753740684032,"CC-UC1","p43"
"CC-UC1_p44",150,82,0.546666666666667,27,0.18,123,55,178,0.18,0.82,0.670731707317073,3.53196363180471,2.12810879351527,4.12354388038107,0.329268292682927,0.18,0.232758620689655,17.7159663008964,"CC-UC1","p44"
"CC-UC1_p45",150,49,0.326666666666667,21,0.14,129,28,157,0.14,0.86,0.571428571428571,3.46439324987695,2.01492533242254,4.00773560567948,0.428571428571429,0.14,0.21105527638191,18.9890329888147,"CC-UC1","p45"
"CC-UC1_p46",150,103,0.686666666666667,40,0.266666666666667,110,63,173,0.266666666666667,0.733333333333333,0.611650485436893,3.31652340394196,1.76561590528631,3.7572233116884,0.388349514563107,0.266666666666667,0.316205533596838,11.8822187232146,"CC-UC1","p46"
"CC-UC1_p47",150,71,0.473333333333333,27,0.18,123,44,167,0.18,0.82,0.619718309859155,3.32552160167055,2.11472690645598,3.94095975773241,0.380281690140845,0.18,0.244343891402715,16.1287427122012,"CC-UC1","p47"
"CC-UC1_p48",150,68,0.453333333333333,24,0.16,126,44,170,0.16,0.84,0.647058823529412,3.44797381384087,2.15685479923893,4.06700701326323,0.352941176470588,0.16,0.220183486238532,18.4709901852372,"CC-UC1","p48"
"WG-WGM1_p2",176,526,2.98863636363636,70,0.397727272727273,106,456,562,0.397727272727273,0.602272727272727,0.866920152091255,2.47063264651878,1.48243052836501,2.88125423131541,0.133079847908745,0.397727272727273,0.199430199430199,14.4474319313101,"WG-WGM1","p2"
"WG-WGM1_p3",176,117,0.664772727272727,50,0.284090909090909,126,67,193,0.284090909090909,0.715909090909091,0.572649572649573,2.87677904503065,1.77346103424913,3.37950021658935,0.427350427350427,0.284090909090909,0.341296928327645,9.9019356346068,"WG-WGM1","p3"
"WG-WGM1_p4",176,470,2.67045454545455,65,0.369318181818182,111,405,516,0.369318181818182,0.630681818181818,0.861702127659574,2.27610171350675,1.52324504316885,2.73877974137513,0.138297872340426,0.369318181818182,0.201238390092879,13.6096285609872,"WG-WGM1","p4"
"WG-WGM1_p5",176,132,0.75,40,0.227272727272727,136,92,228,0.227272727272727,0.772727272727273,0.696969696969697,2.84690085157522,1.59779869664486,3.26462940219862,0.303030303030303,0.227272727272727,0.25974025974026,12.5688231984647,"WG-WGM1","p5"
"WG-WGM1_p6",176,213,1.21022727272727,63,0.357954545454545,113,150,263,0.357954545454545,0.642045454545455,0.704225352112676,2.64614929529369,1.73301714606966,3.16313997817908,0.295774647887324,0.357954545454545,0.323907455012853,9.76556707548937,"WG-WGM1","p6"
"WG-WGM1_p7",176,172,0.977272727272727,50,0.284090909090909,126,122,248,0.284090909090909,0.715909090909091,0.709302325581395,2.65254542884946,1.64865284399112,3.1231480035551,0.290697674418605,0.284090909090909,0.28735632183908,10.8685550523717,"WG-WGM1","p7"
"WG-WGM1_p8",176,209,1.1875,50,0.284090909090909,126,159,285,0.284090909090909,0.715909090909091,0.760765550239234,2.33844999865364,1.62249434513652,2.84619681262614,0.239234449760766,0.284090909090909,0.25974025974026,10.9578577286106,"WG-WGM1","p8"
"WG-WGM1_p9",176,69,0.392045454545455,28,0.159090909090909,148,41,189,0.159090909090909,0.840909090909091,0.594202898550725,2.88513260226619,1.64950254405901,3.32337912003979,0.405797101449275,0.159090909090909,0.228571428571429,14.5397836501741,"WG-WGM1","p9"
"WG-WGM1_p10",176,110,0.625,44,0.25,132,66,198,0.25,0.75,0.6,2.89853306688167,1.73956024354119,3.38046798250118,0.4,0.25,0.307692307692308,10.9865209431288,"WG-WGM1","p10"
"WG-WGM1_p11",176,87,0.494318181818182,37,0.210227272727273,139,50,189,0.210227272727273,0.789772727272727,0.574712643678161,2.89892384529402,1.72067342253753,3.3711239205703,0.425287356321839,0.210227272727273,0.281368821292776,11.9811566366215,"WG-WGM1","p11"
"WG-WGM1_p12",176,84,0.477272727272727,34,0.193181818181818,142,50,192,0.193181818181818,0.806818181818182,0.595238095238095,3.00935395314665,1.69109353760848,3.45195720834725,0.404761904761905,0.193181818181818,0.261538461538461,13.1986599142689,"WG-WGM1","p12"
"WG-WGM1_p13",176,58,0.329545454545455,25,0.142045454545455,151,33,184,0.142045454545455,0.857954545454545,0.568965517241379,3.12211552009006,1.90481017426934,3.65730872648006,0.431034482758621,0.142045454545455,0.213675213675214,17.1162048399267,"WG-WGM1","p13"
"WG-WGM1_p14",176,94,0.534090909090909,39,0.221590909090909,137,55,192,0.221590909090909,0.778409090909091,0.585106382978723,3.01999128404307,1.84451335392849,3.53872531690673,0.414893617021277,0.221590909090909,0.288888888888889,12.2494337892925,"WG-WGM1","p14"
"WG-WGM1_p15",176,70,0.397727272727273,28,0.159090909090909,148,42,190,0.159090909090909,0.840909090909091,0.6,2.98279706342784,1.70059685950887,3.43352704957528,0.4,0.159090909090909,0.227642276422764,15.08299382492,"WG-WGM1","p15"
"WG-WGM1_p16",176,66,0.375,25,0.142045454545455,151,41,192,0.142045454545455,0.857954545454545,0.621212121212121,2.83560879668255,1.80743664895896,3.36266330277407,0.378787878787879,0.142045454545455,0.206611570247934,16.2752903854265,"WG-WGM1","p16"
"WG-WGM1_p18",176,507,2.88068181818182,67,0.380681818181818,109,440,549,0.380681818181818,0.619318181818182,0.867850098619329,2.44112329310111,1.49092450032577,2.86040885150925,0.132149901380671,0.380681818181818,0.196193265007321,14.5795466088121,"WG-WGM1","p18"
"WG-WGM1_p19",176,118,0.670454545454545,51,0.289772727272727,125,67,192,0.289772727272727,0.710227272727273,0.567796610169492,2.81612068549197,1.88417730525741,3.38831223958224,0.432203389830508,0.289772727272727,0.346938775510204,9.7663117493841,"WG-WGM1","p19"
"WG-WGM1_p20",176,453,2.57386363636364,59,0.335227272727273,117,394,511,0.335227272727273,0.664772727272727,0.869757174392936,2.07630049594456,1.46769518957157,2.54266649778361,0.130242825607064,0.335227272727273,0.187599364069952,13.5537053144567,"WG-WGM1","p20"
"WG-WGM1_p21",176,128,0.727272727272727,38,0.215909090909091,138,90,228,0.215909090909091,0.784090909090909,0.703125,2.97520854619466,1.60302525672062,3.37957924408261,0.296875,0.215909090909091,0.25,13.5183169763304,"WG-WGM1","p21"
