"","nobstrees","npredtrees","ext.rt","tp","match.rt","fn","fp","ft","accuracy","omission","commission","xy.rmse","z.rmse","xyz.rmse","precision","recall","f","loss","paramset","quad"
"ER-GT1_p16",259,117,0.451737451737452,79,0.305019305019305,180,38,218,0.305019305019305,0.694980694980695,0.324786324786325,2.62442153591981,1.64771118582679,3.09879662935444,0.675213675213675,0.305019305019305,0.420212765957447,7.37435147238778,"p16","ER-GT1"
"ER-GT1_p17",259,128,0.494208494208494,81,0.312741312741313,178,47,225,0.312741312741313,0.687258687258687,0.3671875,2.7643941669393,1.43045988029577,3.11256977100013,0.6328125,0.312741312741313,0.418604651162791,7.43558334183365,"p17","ER-GT1"
"ER-GT1_p18",259,113,0.436293436293436,74,0.285714285714286,185,39,224,0.285714285714286,0.714285714285714,0.345132743362832,2.86312249831417,1.629319145649,3.29426035988826,0.654867256637168,0.285714285714286,0.397849462365591,8.28016793161104,"p18","ER-GT1"
"ER-GT1_p19",259,724,2.7953667953668,160,0.617760617760618,99,564,663,0.617760617760618,0.382239382239382,0.779005524861878,2.37307585482278,1.2012762614195,2.65980331396757,0.220994475138122,0.617760617760618,0.325534079348932,8.17058330509414,"p19","ER-GT1"
"ER-GT1_p20",259,840,3.24324324324324,192,0.741312741312741,67,648,715,0.741312741312741,0.258687258687259,0.771428571428571,2.1781181388253,1.18097775522375,2.47768179656168,0.228571428571429,0.741312741312741,0.349408553230209,7.09107368338876,"p20","ER-GT1"
"ER-GT1_p21",259,604,2.33204633204633,151,0.583011583011583,108,453,561,0.583011583011583,0.416988416988417,0.75,2.44919557531305,1.34492026647635,2.79416704749587,0.25,0.583011583011583,0.349942062572422,7.98465616552629,"p21","ER-GT1"
"ER-GT1_p22",259,840,3.24324324324324,192,0.741312741312741,67,648,715,0.741312741312741,0.258687258687259,0.771428571428571,2.1781181388253,1.18097775522375,2.47768179656168,0.228571428571429,0.741312741312741,0.349408553230209,7.09107368338876,"p22","ER-GT1"
"ER-GT1_p23",259,264,1.01930501930502,80,0.308880308880309,179,184,363,0.308880308880309,0.691119691119691,0.696969696969697,2.49394528234821,1.56367915107288,2.9436126713355,0.303030303030303,0.308880308880309,0.305927342256214,9.6219339194279,"p23","ER-GT1"
"ER-GT1_p24",259,839,3.23938223938224,192,0.741312741312741,67,647,714,0.741312741312741,0.258687258687259,0.771156138259833,2.19245838682521,1.17082262524759,2.48549781688737,0.228843861740167,0.741312741312741,0.349726775956284,7.10697032016232,"p24","ER-GT1"
"ER-GT1_p25",259,181,0.698841698841699,93,0.359073359073359,166,88,254,0.359073359073359,0.640926640926641,0.486187845303867,2.61980096281846,1.53567076864718,3.036715626209,0.513812154696133,0.359073359073359,0.422727272727273,7.18362836307506,"p25","ER-GT1"
"ER-GT1_p26",259,277,1.06949806949807,138,0.532818532818533,121,139,260,0.532818532818533,0.467181467181467,0.501805054151625,2.59521997839913,1.54065053077296,3.01807402067162,0.498194945848375,0.532818532818533,0.514925373134328,5.86118722855069,"p26","ER-GT1"
"ER-GT1_p27",259,147,0.567567567567568,75,0.28957528957529,184,72,256,0.28957528957529,0.71042471042471,0.489795918367347,2.59198729921042,1.73619135658103,3.11973694178448,0.510204081632653,0.28957528957529,0.369458128078818,8.44408798909666,"p27","ER-GT1"
"ER-GT1_p28",259,275,1.06177606177606,144,0.555984555984556,115,131,246,0.555984555984556,0.444015444015444,0.476363636363636,2.54398676722122,1.59903139518203,3.0047911865177,0.523636363636364,0.555984555984556,0.539325842696629,5.57138365833491,"p28","ER-GT1"
"ER-GT1_p29",259,62,0.239382239382239,27,0.104247104247104,232,35,267,0.104247104247104,0.895752895752896,0.564516129032258,2.69310934786078,1.80790998628762,3.24366713428699,0.435483870967742,0.104247104247104,0.168224299065421,19.2817990760394,"p29","ER-GT1"
"ER-GT1_p30",259,277,1.06949806949807,138,0.532818532818533,121,139,260,0.532818532818533,0.467181467181467,0.501805054151625,2.65199474949707,1.54830157765285,3.07088162043449,0.498194945848375,0.532818532818533,0.514925373134328,5.96374111794523,"p30","ER-GT1"
"ER-GT1_p31",259,63,0.243243243243243,37,0.142857142857143,222,26,248,0.142857142857143,0.857142857142857,0.412698412698413,2.50330006687458,1.88222967981263,3.13198017113485,0.587301587301587,0.142857142857143,0.229813664596273,13.6283461500733,"p31","ER-GT1"
"ER-GT1_p32",259,125,0.482625482625483,82,0.316602316602317,177,43,220,0.316602316602317,0.683397683397683,0.344,2.58741809671287,1.60548858151214,3.04504942366509,0.656,0.316602316602317,0.427083333333333,7.1298718212646,"p32","ER-GT1"
"ER-GT1_p33",259,53,0.204633204633205,36,0.138996138996139,223,17,240,0.138996138996139,0.861003861003861,0.320754716981132,2.78554877639506,1.5701881698984,3.19761987649641,0.679245283018868,0.138996138996139,0.230769230769231,13.8563527981511,"p33","ER-GT1"
"ER-GT1_p34",259,119,0.459459459459459,87,0.335907335907336,172,32,204,0.335907335907336,0.664092664092664,0.26890756302521,2.71395281902497,1.54950939955534,3.12514308203703,0.73109243697479,0.335907335907336,0.46031746031746,6.78910393683907,"p34","ER-GT1"
"ER-GT1_p35",259,27,0.104247104247104,19,0.0733590733590734,240,8,248,0.0733590733590734,0.926640926640927,0.296296296296296,2.78151879608631,2.12392447085454,3.49970026871962,0.703703703703704,0.0733590733590734,0.132867132867133,26.3398493908898,"p35","ER-GT1"
"ER-GT1_p36",259,119,0.459459459459459,74,0.285714285714286,185,45,230,0.285714285714286,0.714285714285714,0.378151260504202,2.77488250898145,1.44581294816483,3.12895318273257,0.621848739495798,0.285714285714286,0.391534391534392,7.99151556130346,"p36","ER-GT1"
"ER-GT1_p37",259,677,2.61389961389961,165,0.637065637065637,94,512,606,0.637065637065637,0.362934362934363,0.756277695716396,2.41520870943687,1.21078392336986,2.70170887018394,0.243722304283604,0.637065637065637,0.352564102564103,7.66302879543082,"p37","ER-GT1"
"ER-GT1_p38",259,512,1.97683397683398,159,0.613899613899614,100,353,453,0.613899613899614,0.386100386100386,0.689453125,2.4805775214043,1.41731767431903,2.85693091089606,0.310546875,0.613899613899614,0.412451361867704,6.92670985000272,"p38","ER-GT1"
"ER-GT1_p39",259,588,2.27027027027027,144,0.555984555984556,115,444,559,0.555984555984556,0.444015444015444,0.755102040816326,2.48507532662118,1.23873549156208,2.77670037941384,0.244897959183673,0.555984555984556,0.340023612750885,8.16619868529,"p39","ER-GT1"
"ER-GT1_p40",259,614,2.37065637065637,160,0.617760617760618,99,454,553,0.617760617760618,0.382239382239382,0.739413680781759,2.38576790174475,1.20417706339226,2.67243912577921,0.260586319218241,0.617760617760618,0.366552119129439,7.2907479900164,"p40","ER-GT1"
"ER-GT1_p41",259,242,0.934362934362934,79,0.305019305019305,180,163,343,0.305019305019305,0.694980694980695,0.673553719008264,2.64012036730325,1.43822507525373,3.00644755832163,0.326446280991736,0.305019305019305,0.315369261477046,9.53310270075402,"p41","ER-GT1"
"ER-GT1_p42",259,443,1.71042471042471,148,0.571428571428571,111,295,406,0.571428571428571,0.428571428571429,0.665914221218962,2.56308566114641,1.24102054233058,2.84772542441521,0.334085778781038,0.571428571428571,0.421652421652422,6.75372718898473,"p42","ER-GT1"
"ER-GT1_p43",259,165,0.637065637065637,85,0.328185328185328,174,80,254,0.328185328185328,0.671814671814672,0.484848484848485,2.64821294846121,1.70004165346894,3.14693079744805,0.515151515151515,0.328185328185328,0.400943396226415,7.84881563598808,"p43","ER-GT1"
"ER-GT1_p44",259,166,0.640926640926641,84,0.324324324324324,175,82,257,0.324324324324324,0.675675675675676,0.493975903614458,2.80887579384054,1.43013597005919,3.15199494258485,0.506024096385542,0.324324324324324,0.395294117647059,7.97379672975333,"p44","ER-GT1"
"ER-GT1_p45",259,137,0.528957528957529,78,0.301158301158301,181,59,240,0.301158301158301,0.698841698841699,0.430656934306569,2.44135802234658,1.60145873807088,2.91974298235643,0.569343065693431,0.301158301158301,0.393939393939394,7.41165526290477,"p45","ER-GT1"
"ER-GT1_p46",259,214,0.826254826254826,113,0.436293436293436,146,101,247,0.436293436293436,0.563706563706564,0.47196261682243,2.79297210623466,1.36098003795677,3.10692128157791,0.52803738317757,0.436293436293436,0.477801268498943,6.50253878843518,"p46","ER-GT1"
"ER-GT1_p47",259,57,0.22007722007722,25,0.0965250965250965,234,32,266,0.0965250965250965,0.903474903474903,0.56140350877193,2.87282494629878,1.7328094990506,3.35495930408651,0.43859649122807,0.0965250965250965,0.158227848101266,21.2033428018267,"p47","ER-GT1"
"ER-GT1_p48",259,147,0.567567567567568,89,0.343629343629344,170,58,228,0.343629343629344,0.656370656370656,0.394557823129252,2.59301991686791,1.47811549091889,2.98472405655331,0.605442176870748,0.343629343629344,0.438423645320197,6.80785374696992,"p48","ER-GT1"
"ER-GT1_p49",259,58,0.223938223938224,33,0.127413127413127,226,25,251,0.127413127413127,0.872586872586873,0.431034482758621,2.67021106163801,1.70944032131023,3.17052256352406,0.568965517241379,0.127413127413127,0.208201892744479,15.2281159490474,"p49","ER-GT1"
"ER-GT1_p50",259,68,0.262548262548263,39,0.150579150579151,220,29,249,0.150579150579151,0.849420849420849,0.426470588235294,2.82964994840039,1.48585418755229,3.19604153557944,0.573529411764706,0.150579150579151,0.238532110091743,13.3987895145446,"p50","ER-GT1"
"ER-GT1_p51",259,50,0.193050193050193,32,0.123552123552124,227,18,245,0.123552123552124,0.876447876447876,0.36,2.7076698178018,1.58637919095656,3.13816423721494,0.64,0.123552123552124,0.207119741100324,15.1514492078034,"p51","ER-GT1"
"ER-GT1_p52",259,93,0.359073359073359,62,0.239382239382239,197,31,228,0.239382239382239,0.760617760617761,0.333333333333333,2.76603078110263,1.7825976062495,3.2906808577882,0.666666666666667,0.239382239382239,0.352272727272727,9.34128759630198,"p52","ER-GT1"
"ER-GT1_p53",259,27,0.104247104247104,18,0.0694980694980695,241,9,250,0.0694980694980695,0.930501930501931,0.333333333333333,2.91717834167027,1.95823484858743,3.5134901735073,0.666666666666667,0.0694980694980695,0.125874125874126,27.9127274895302,"p53","ER-GT1"
"ER-GT1_p54",259,60,0.231660231660232,44,0.16988416988417,215,16,231,0.16988416988417,0.83011583011583,0.266666666666667,2.79525979651858,1.52001611085959,3.18181179633646,0.733333333333333,0.16988416988417,0.275862068965517,11.5340677617197,"p54","ER-GT1"
"ER-GT1_p55",259,559,2.15830115830116,151,0.583011583011583,108,408,516,0.583011583011583,0.416988416988417,0.729874776386404,2.52409663777166,1.36535148180759,2.86971226879706,0.270125223613596,0.583011583011583,0.36919315403423,7.77292925786753,"p55","ER-GT1"
"ER-GT1_p56",259,408,1.57528957528958,137,0.528957528957529,122,271,393,0.528957528957529,0.471042471042471,0.66421568627451,2.52749933094778,1.41903962846472,2.89860765456361,0.33578431372549,0.528957528957529,0.410794602698651,7.05609965545229,"p56","ER-GT1"
"ER-GT1_p57",259,505,1.94980694980695,136,0.525096525096525,123,369,492,0.525096525096525,0.474903474903475,0.730693069306931,2.48759987836799,1.33093525829197,2.82126599536824,0.269306930693069,0.525096525096525,0.356020942408377,7.92443831051961,"p57","ER-GT1"
"ER-GT1_p58",259,605,2.33590733590734,170,0.656370656370656,89,435,524,0.656370656370656,0.343629343629344,0.71900826446281,2.47842958525526,1.19511700387082,2.75153009469454,0.28099173553719,0.656370656370656,0.393518518518519,6.99212353475317,"p58","ER-GT1"
"ER-GT1_p59",259,191,0.737451737451737,56,0.216216216216216,203,135,338,0.216216216216216,0.783783783783784,0.706806282722513,2.50950439012456,1.35163866816754,2.85035776234145,0.293193717277487,0.216216216216216,0.248888888888889,11.4523302951219,"p59","ER-GT1"
"ER-GT1_p60",259,444,1.71428571428571,136,0.525096525096525,123,308,431,0.525096525096525,0.474903474903475,0.693693693693694,2.48914326999751,1.19584484349178,2.76149943115688,0.306306306306306,0.525096525096525,0.386913229018492,7.13725772096797,"p60","ER-GT1"
"ER-GT1_p61",259,138,0.532818532818533,69,0.266409266409266,190,69,259,0.266409266409266,0.733590733590734,0.5,2.94541044808263,1.59905766634285,3.35148148256322,0.5,0.266409266409266,0.347607052896725,9.6415807867942,"p61","ER-GT1"
"ER-GT1_p62",259,140,0.540540540540541,73,0.281853281853282,186,67,253,0.281853281853282,0.718146718146718,0.478571428571429,2.73135759986791,1.54217281781258,3.1366560758802,0.521428571428571,0.281853281853282,0.365914786967419,8.57209434435754,"p62","ER-GT1"
"ER-GT1_p63",259,118,0.455598455598456,67,0.258687258687259,192,51,243,0.258687258687259,0.741312741312741,0.432203389830508,2.54727334605144,1.55390087853071,2.98382463288354,0.567796610169492,0.258687258687259,0.355437665782493,8.39479019848578,"p63","ER-GT1"
"ER-GT1_p64",259,206,0.795366795366795,113,0.436293436293436,146,93,239,0.436293436293436,0.563706563706564,0.451456310679612,2.54355682561247,1.59641037042374,3.00303303277141,0.548543689320388,0.436293436293436,0.486021505376344,6.17880690371109,"p64","ER-GT1"
"ER-GT1_p65",259,47,0.181467181467181,22,0.0849420849420849,237,25,262,0.0849420849420849,0.915057915057915,0.531914893617021,2.60383759632323,1.65197613068822,3.08366589701121,0.468085106382979,0.0849420849420849,0.143790849673203,21.4454946473961,"p65","ER-GT1"
"ER-GT1_p66",259,130,0.501930501930502,72,0.277992277992278,187,58,245,0.277992277992278,0.722007722007722,0.446153846153846,2.68491386647837,1.53601400637422,3.09323479519186,0.553846153846154,0.277992277992278,0.370179948586118,8.35603010645579,"p66","ER-GT1"
"ER-GT1_p67",259,52,0.200772200772201,31,0.11969111969112,228,21,249,0.11969111969112,0.88030888030888,0.403846153846154,2.87861360978901,1.43140876919073,3.21486350860789,0.596153846153846,0.11969111969112,0.19935691318328,16.1261701802751,"p67","ER-GT1"
"ER-GT1_p68",259,57,0.22007722007722,34,0.131274131274131,225,23,248,0.131274131274131,0.868725868725869,0.403508771929825,2.83768696395058,1.53395613097791,3.2257539765363,0.596491228070175,0.131274131274131,0.215189873417722,14.9902684791981,"p68","ER-GT1"
"ER-GT1_p69",259,48,0.185328185328185,29,0.111969111969112,230,19,249,0.111969111969112,0.888030888030888,0.395833333333333,3.0547865876622,1.72597003210488,3.50865980794449,0.604166666666667,0.111969111969112,0.188925081433225,18.5716993282579,"p69","ER-GT1"
"ER-GT1_p70",259,88,0.33976833976834,58,0.223938223938224,201,30,231,0.223938223938224,0.776061776061776,0.340909090909091,2.75019079844618,1.63876620957816,3.2014222023209,0.659090909090909,0.223938223938224,0.334293948126801,9.57666813970132,"p70","ER-GT1"
"ER-GT1_p71",259,21,0.0810810810810811,15,0.0579150579150579,244,6,250,0.0579150579150579,0.942084942084942,0.285714285714286,2.66517356666415,1.74743274548693,3.18695330063766,0.714285714285714,0.0579150579150579,0.107142857142857,29.7448974726182,"p71","ER-GT1"
"ER-GT1_p72",259,58,0.223938223938224,38,0.146718146718147,221,20,241,0.146718146718147,0.853281853281853,0.344827586206897,2.90791868129337,1.42196119200875,3.23696844108711,0.655172413793103,0.146718146718147,0.239747634069401,13.5015657345344,"p72","ER-GT1"
"SG-NES3_p1",194,772,3.97938144329897,160,0.824742268041237,34,612,646,0.824742268041237,0.175257731958763,0.792746113989637,2.01877744036463,1.03613700529901,2.26915011567661,0.207253886010363,0.824742268041237,0.331262939958592,6.84999691169876,"p1","SG-NES3"
"SG-NES3_p2",194,610,3.14432989690722,142,0.731958762886598,52,468,520,0.731958762886598,0.268041237113402,0.767213114754098,2.06594856314106,1.12286765991819,2.35137730856508,0.232786885245902,0.731958762886598,0.353233830845771,6.65671604255748,"p2","SG-NES3"
"SG-NES3_p3",194,737,3.79896907216495,143,0.737113402061856,51,594,645,0.737113402061856,0.262886597938144,0.805970149253731,1.97665383972173,0.967071699166443,2.20054267702658,0.194029850746269,0.737113402061856,0.307196562835661,7.16330500808303,"p3","SG-NES3"
"SG-NES3_p4",194,587,3.02577319587629,151,0.778350515463918,43,436,479,0.778350515463918,0.221649484536082,0.742759795570698,1.98693574940124,1.19874190948799,2.32053783373846,0.257240204429302,0.778350515463918,0.386683738796415,6.00112598725079,"p4","SG-NES3"
"SG-NES3_p5",194,811,4.18041237113402,152,0.783505154639175,42,659,701,0.783505154639175,0.216494845360825,0.812577065351418,1.89741281607757,1.09324921016496,2.18983315121078,0.187422934648582,0.783505154639175,0.302487562189055,7.23941551633826,"p5","SG-NES3"
"SG-NES3_p6",194,582,3,146,0.752577319587629,48,436,484,0.752577319587629,0.247422680412371,0.74914089347079,2.0525515929559,1.17116738974176,2.36317606126592,0.25085910652921,0.752577319587629,0.376288659793814,6.28022131350122,"p6","SG-NES3"
"SG-NES3_p7",194,244,1.25773195876289,135,0.695876288659794,59,109,168,0.695876288659794,0.304123711340206,0.44672131147541,2.49563631797278,1.50561370777402,2.91463089749316,0.55327868852459,0.695876288659794,0.616438356164383,4.7281790114889,"p7","SG-NES3"
"SG-NES3_p8",194,215,1.10824742268041,123,0.634020618556701,71,92,163,0.634020618556701,0.365979381443299,0.427906976744186,2.50282901584087,1.44960207043231,2.89231727947274,0.572093023255814,0.634020618556701,0.601466992665037,4.80877141180631,"p8","SG-NES3"
"SG-NES3_p9",194,243,1.25257731958763,128,0.65979381443299,66,115,181,0.65979381443299,0.34020618556701,0.473251028806584,2.43648036991456,1.49770699998781,2.85999350537575,0.526748971193416,0.65979381443299,0.585812356979405,4.88209828847345,"p9","SG-NES3"
"SG-NES3_p10",194,201,1.0360824742268,111,0.572164948453608,83,90,173,0.572164948453608,0.427835051546392,0.447761194029851,2.5129236453829,1.2630176184458,2.81247200022134,0.552238805970149,0.572164948453608,0.562025316455696,5.00417315354697,"p10","SG-NES3"
"SG-NES3_p11",194,247,1.27319587628866,133,0.685567010309278,61,114,175,0.685567010309278,0.314432989690722,0.461538461538462,2.4122320958886,1.44317480534999,2.81098153733391,0.538461538461538,0.685567010309278,0.603174603174603,4.66031149610622,"p11","SG-NES3"
"SG-NES3_p12",194,211,1.08762886597938,117,0.603092783505155,77,94,171,0.603092783505155,0.396907216494845,0.445497630331754,2.49455618427804,1.4651991871823,2.8930294182119,0.554502369668246,0.603092783505155,0.577777777777778,5.00716630075137,"p12","SG-NES3"
"SG-NES3_p13",194,110,0.56701030927835,75,0.38659793814433,119,35,154,0.38659793814433,0.61340206185567,0.318181818181818,2.63832828297046,1.33102856969087,2.95506568151288,0.681818181818182,0.38659793814433,0.493421052631579,5.98893311453278,"p13","SG-NES3"
"SG-NES3_p14",194,101,0.520618556701031,71,0.365979381443299,123,30,153,0.365979381443299,0.634020618556701,0.297029702970297,2.85863562332105,1.37920629348912,3.17395772292577,0.702970297029703,0.365979381443299,0.48135593220339,6.59378541030354,"p14","SG-NES3"
"SG-NES3_p15",194,111,0.572164948453608,79,0.407216494845361,115,32,147,0.407216494845361,0.592783505154639,0.288288288288288,2.58634813583169,1.48426808029318,2.98198732624692,0.711711711711712,0.407216494845361,0.518032786885246,5.75636793990703,"p15","SG-NES3"
"SG-NES3_p16",194,100,0.515463917525773,72,0.371134020618557,122,28,150,0.371134020618557,0.628865979381443,0.28,2.90490978885937,1.48603014213485,3.26294138236412,0.72,0.371134020618557,0.489795918367347,6.66183865566009,"p16","SG-NES3"
"SG-NES3_p17",194,111,0.572164948453608,80,0.412371134020619,114,31,145,0.412371134020619,0.587628865979381,0.279279279279279,2.4809732367876,1.52204475131318,2.91064398830505,0.720720720720721,0.412371134020619,0.524590163934426,5.54841510270651,"p17","SG-NES3"
"SG-NES3_p18",194,104,0.536082474226804,71,0.365979381443299,123,33,156,0.365979381443299,0.634020618556701,0.317307692307692,2.82657325187049,1.32409932183523,3.12133871316046,0.682692307692308,0.365979381443299,0.476510067114094,6.55041504592829,"p18","SG-NES3"
"SG-NES3_p19",194,666,3.43298969072165,152,0.783505154639175,42,514,556,0.783505154639175,0.216494845360825,0.771771771771772,2.0577880930604,1.0068691540717,2.29091189908347,0.228228228228228,0.783505154639175,0.353488372093023,6.48086918819665,"p19","SG-NES3"
"SG-NES3_p20",194,599,3.08762886597938,152,0.783505154639175,42,447,489,0.783505154639175,0.216494845360825,0.746243739565943,1.99669024372076,1.22933505774891,2.34478924715638,0.253756260434057,0.783505154639175,0.383354350567465,6.1165061611678,"p20","SG-NES3"
"SG-NES3_p21",194,35,0.180412371134021,30,0.154639175257732,164,5,169,0.154639175257732,0.845360824742268,0.142857142857143,2.88325646322506,1.56856978380519,3.28231305627537,0.857142857142857,0.154639175257732,0.262008733624454,12.527494831451,"p21","SG-NES3"
"SG-NES3_p22",194,596,3.07216494845361,152,0.783505154639175,42,444,486,0.783505154639175,0.216494845360825,0.74496644295302,2.03841710751299,1.21892259371696,2.37506138734882,0.25503355704698,0.783505154639175,0.384810126582279,6.1720345263341,"p22","SG-NES3"
"SG-NES3_p23",194,35,0.180412371134021,30,0.154639175257732,164,5,169,0.154639175257732,0.845360824742268,0.142857142857143,2.88325646322506,1.56856978380519,3.28231305627537,0.857142857142857,0.154639175257732,0.262008733624454,12.527494831451,"p23","SG-NES3"
"SG-NES3_p24",194,591,3.04639175257732,151,0.778350515463918,43,440,483,0.778350515463918,0.221649484536082,0.744500846023689,2.0881160837326,1.09343599636453,2.3570810459737,0.255499153976311,0.778350515463918,0.384713375796178,6.12684973870648,"p24","SG-NES3"
"SG-NES3_p25",194,202,1.04123711340206,122,0.628865979381443,72,80,152,0.628865979381443,0.371134020618557,0.396039603960396,2.56703901963552,1.52206479957273,2.98435429907872,0.603960396039604,0.628865979381443,0.616161616161616,4.84346025588186,"p25","SG-NES3"
"SG-NES3_p26",194,199,1.02577319587629,109,0.561855670103093,85,90,175,0.561855670103093,0.438144329896907,0.452261306532663,2.53879763699166,1.33171336833901,2.86687180337861,0.547738693467337,0.561855670103093,0.55470737913486,5.16825971893483,"p26","SG-NES3"
"SG-NES3_p27",194,27,0.139175257731959,24,0.123711340206186,170,3,173,0.123711340206186,0.876288659793814,0.111111111111111,3.00226381703216,1.5787640603755,3.39206190765938,0.888888888888889,0.123711340206186,0.217194570135747,15.6176183665151,"p27","SG-NES3"
"SG-NES3_p28",194,209,1.07731958762887,117,0.603092783505155,77,92,169,0.603092783505155,0.396907216494845,0.440191387559809,2.45403337307907,1.33847907690641,2.79531859284449,0.559808612440191,0.603092783505155,0.580645161290323,4.81415979878773,"p28","SG-NES3"
"SG-NES3_p29",194,27,0.139175257731959,24,0.123711340206186,170,3,173,0.123711340206186,0.876288659793814,0.111111111111111,3.00226381703216,1.5787640603755,3.39206190765938,0.888888888888889,0.123711340206186,0.217194570135747,15.6176183665151,"p29","SG-NES3"
"SG-NES3_p30",194,210,1.08247422680412,118,0.608247422680412,76,92,168,0.608247422680412,0.391752577319588,0.438095238095238,2.50679783837996,1.40616172491295,2.87425228522421,0.561904761904762,0.608247422680412,0.584158415841584,4.92033018318043,"p30","SG-NES3"
"SG-NES3_p31",194,93,0.479381443298969,67,0.345360824742268,127,26,153,0.345360824742268,0.654639175257732,0.279569892473118,2.67020053968808,1.61419907592478,3.12019383674587,0.720430107526882,0.345360824742268,0.466898954703833,6.68280321750794,"p31","SG-NES3"
"SG-NES3_p32",194,100,0.515463917525773,70,0.360824742268041,124,30,154,0.360824742268041,0.639175257731959,0.3,2.64589195867874,1.43369263990379,3.00935522042764,0.7,0.360824742268041,0.476190476190476,6.31964596289805,"p32","SG-NES3"
"SG-NES3_p33",194,22,0.11340206185567,19,0.0979381443298969,175,3,178,0.0979381443298969,0.902061855670103,0.136363636363636,2.9044300747558,1.61169761758412,3.32163864224758,0.863636363636364,0.0979381443298969,0.175925925925926,18.880893334881,"p33","SG-NES3"
"SG-NES3_p34",194,99,0.510309278350515,59,0.304123711340206,135,40,175,0.304123711340206,0.695876288659794,0.404040404040404,2.67877311097956,1.40973231020669,3.02707293710406,0.595959595959596,0.304123711340206,0.402730375426621,7.51637602179228,"p34","SG-NES3"
"SG-NES3_p35",194,22,0.11340206185567,19,0.0979381443298969,175,3,178,0.0979381443298969,0.902061855670103,0.136363636363636,2.9044300747558,1.61169761758412,3.32163864224758,0.863636363636364,0.0979381443298969,0.175925925925926,18.880893334881,"p35","SG-NES3"
"SG-NES3_p36",194,95,0.489690721649485,60,0.309278350515464,134,35,169,0.309278350515464,0.690721649484536,0.368421052631579,2.81111793883899,1.38066312569963,3.13187080396511,0.631578947368421,0.309278350515464,0.41522491349481,7.54258885288263,"p36","SG-NES3"
"SG-NES3_p37",194,708,3.64948453608247,154,0.793814432989691,40,554,594,0.793814432989691,0.206185567010309,0.782485875706215,2.06285340147636,1.05405379184551,2.31654776598422,0.217514124293785,0.793814432989691,0.341463414634146,6.78417560038237,"p37","SG-NES3"
"SG-NES3_p38",194,344,1.77319587628866,120,0.618556701030928,74,224,298,0.618556701030928,0.381443298969072,0.651162790697674,2.30043909151315,1.40925244071695,2.69777917099019,0.348837209302326,0.618556701030928,0.446096654275093,6.04752164163635,"p38","SG-NES3"
"SG-NES3_p39",194,29,0.149484536082474,24,0.123711340206186,170,5,175,0.123711340206186,0.876288659793814,0.172413793103448,2.92212271454957,1.50963745647755,3.2890433881125,0.827586206896552,0.123711340206186,0.2152466367713,15.2803474072726,"p39","SG-NES3"
"SG-NES3_p40",194,57,0.293814432989691,43,0.221649484536082,151,14,165,0.221649484536082,0.778350515463918,0.245614035087719,2.73333076604961,1.80810917554712,3.27724821570339,0.754385964912281,0.221649484536082,0.342629482071713,9.56499188536686,"p40","SG-NES3"
"SG-NES3_p41",194,29,0.149484536082474,24,0.123711340206186,170,5,175,0.123711340206186,0.876288659793814,0.172413793103448,2.93690710957466,1.5278209837325,3.31053777030312,0.827586206896552,0.123711340206186,0.2152466367713,15.3802067245332,"p41","SG-NES3"
"SG-NES3_p42",194,43,0.221649484536082,35,0.180412371134021,159,8,167,0.180412371134021,0.819587628865979,0.186046511627907,2.84260704516249,1.50191479689856,3.21499033752052,0.813953488372093,0.180412371134021,0.29535864978903,10.8850387141766,"p42","SG-NES3"
"SG-NES3_p43",194,209,1.07731958762887,110,0.56701030927835,84,99,183,0.56701030927835,0.43298969072165,0.473684210526316,2.45395282007993,1.31684065440391,2.78495130159742,0.526315789473684,0.56701030927835,0.54590570719603,5.10152442974437,"p43","SG-NES3"
"SG-NES3_p44",194,118,0.608247422680412,82,0.422680412371134,112,36,148,0.422680412371134,0.577319587628866,0.305084745762712,2.54831832251139,1.31384866132978,2.8670759630197,0.694915254237288,0.422680412371134,0.525641025641026,5.45443719793991,"p44","SG-NES3"
"SG-NES3_p45",194,23,0.118556701030928,21,0.108247422680412,173,2,175,0.108247422680412,0.891752577319588,0.0869565217391304,2.99163703526218,1.60543036805296,3.39518759679328,0.91304347826087,0.108247422680412,0.193548387096774,17.541802583432,"p45","SG-NES3"
"SG-NES3_p46",194,28,0.144329896907216,25,0.128865979381443,169,3,172,0.128865979381443,0.871134020618557,0.107142857142857,2.94695272683825,1.7595582059142,3.43228429099622,0.892857142857143,0.128865979381443,0.225225225225225,15.2393422520232,"p46","SG-NES3"
"SG-NES3_p47",194,23,0.118556701030928,21,0.108247422680412,173,2,175,0.108247422680412,0.891752577319588,0.0869565217391304,3.00813712515939,1.62497034405174,3.41897902637758,0.91304347826087,0.108247422680412,0.193548387096774,17.6647249696175,"p47","SG-NES3"
"SG-NES3_p48",194,25,0.128865979381443,22,0.11340206185567,172,3,175,0.11340206185567,0.88659793814433,0.12,2.90549011528141,1.46494650848667,3.25391165871559,0.88,0.11340206185567,0.200913242009132,16.1956057558799,"p48","SG-NES3"
"SG-NES3_p49",194,82,0.422680412371134,55,0.283505154639175,139,27,166,0.283505154639175,0.716494845360825,0.329268292682927,2.54044883252684,1.72445310434668,3.0704427660808,0.670731707317073,0.283505154639175,0.398550724637681,7.70402003125728,"p49","SG-NES3"
