"src","pair_id","treeID","obs","pred","Zobs","Xobs","Yobs","Zpred","Xpred","Ypred","dxy","dz","dxyz","site"
1,NA,256,NA,NA,NA,NA,NA,1.061,319224.25,4299908.25,NA,NA,NA,"CC-UC2"
1,116,133,3861,NA,2.1,319218.006439893,4299920.80069131,0.956,319216.75,4299920.25,1.37182437677442,1.144,1.78623574052042,"CC-UC2"
1,NA,337,NA,NA,NA,NA,NA,0.949,319217.25,4299901.75,NA,NA,NA,"CC-UC2"
1,117,291,3715,NA,1.5,319203.417735843,4299902.64566348,0.702,319204.75,4299905.75,3.37814047015976,0.798,3.47111466767251,"CC-UC2"
1,NA,374,NA,NA,NA,NA,NA,0.581,319209.75,4299897.75,NA,NA,NA,"CC-UC2"
1,NA,416,NA,NA,NA,NA,NA,0.562,319214.75,4299893.75,NA,NA,NA,"CC-UC2"
1,NA,400,NA,NA,NA,NA,NA,0.539,319224.25,4299895.75,NA,NA,NA,"CC-UC2"
1,118,497,3636,NA,1.4,319217.244473469,4299889.08531588,0.53,319216.75,4299885.75,3.37177046073727,0.87,3.48220275686245,"CC-UC2"
0,NA,6036,NA,NA,23.4,327775.099977484,4310913.86615431,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,2,6034,NA,248,22.4,327771.750289522,4310922.34521679,20.458,327768.25,4310922.25,3.50158435196617,1.942,4.00405506629646,"SG-NES2"
0,9,5714,NA,121,21.6,327774.165496198,4310937.45390416,18.574,327774.75,4310940.25,2.85653578047319,3.026,4.1613066055175,"SG-NES2"
0,NA,5771,NA,NA,21.6,327766.851686909,4310927.3667959,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,124,6031,NA,292,20.6,327783.595222929,4310918.9654001,19.365,327780.25,4310915.25,4.99947140321251,1.235,5.14975138346888,"SG-NES2"
0,16,6032,NA,261,20.4,327782.976565531,4310921.18043621,16.406,327781.25,4310921.25,1.72796633449633,3.994,4.35177017467061,"SG-NES2"
0,8,5755,NA,107,20.1,327797.910882887,4310939.66080978,18.661,327796.25,4310942.25,3.07610760134535,1.439,3.39605049654074,"SG-NES2"
0,3,6009,NA,125,19.8,327786.943094457,4310941.25491677,20.305,327784.75,4310940.25,2.4123683415025,0.504999999999999,2.46465941157871,"SG-NES2"
0,1,6029,NA,209,19.4,327789.644187174,4310929.72240624,20.977,327785.75,4310927.75,4.36521249562486,1.577,4.64133699831842,"SG-NES2"
0,13,6011,NA,82,19.3,327786.300575188,4310943.70917341,17.529,327783.25,4310945.25,3.41762425697152,1.771,3.84923324336681,"SG-NES2"
0,12,5765,NA,181,19.2,327782.244241409,4310931.88002593,18.01,327781.25,4310932.25,1.06084720376015,1.19,1.59420726059246,"SG-NES2"
0,6,5860,NA,230,19.2,327796.222890634,4310924.81010575,19.536,327796.25,4310924.75,0.0659364774758908,0.336000000000002,0.342408555766251,"SG-NES2"
0,NA,5756,NA,NA,19,327800.810864959,4310937.14973735,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,7,5704,NA,69,18.6,327775.122316009,4310945.70244962,18.768,327774.25,4310946.75,1.36319367991091,0.167999999999999,1.37350682886874,"SG-NES2"
0,NA,6038,NA,NA,18.6,327761.147422946,4310915.4302564,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,4,6037,NA,275,18.2,327764.995163878,4310920.05254722,20.012,327768.25,4310918.25,3.72063632559953,1.812,4.13841499458075,"SG-NES2"
0,11,5772,NA,288,18.1,327775.881131264,4310920.53731674,18.138,327776.75,4310916.75,3.88570469719457,0.0380000000000003,3.88589050203424,"SG-NES2"
0,17,5752,NA,142,17.6,327780.949578863,4310936.87276097,16.17,327778.25,4310937.25,2.72580911389361,1.43,3.07813828886641,"SG-NES2"
0,15,5850,NA,243,17.5,327790.754040829,4310925.21903101,16.974,327789.25,4310923.25,2.47774533400256,0.526,2.53296228558016,"SG-NES2"
0,NA,5844,NA,NA,17.3,327791.868439872,4310911.97250204,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,123,6044,NA,213,17.1,327796.996877294,4310930.45431355,20.878,327798.75,4310927.75,3.22284827506572,3.778,4.96588713163057,"SG-NES2"
0,24,5767,NA,201,16.6,327785.221333641,4310927.27672162,14.826,327787.25,4310929.25,2.83007327914882,1.774,3.34011837594899,"SG-NES2"
0,NA,5845,NA,NA,16.6,327791.394943733,4310912.71639189,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,128,5773,NA,217,16.5,327765.458577808,4310927.37288105,14.122,327769.25,4310926.25,3.95420587302336,2.378,4.61417685901315,"SG-NES2"
0,126,6017,NA,132,16.4,327799.051513461,4310938.03758706,14.988,327795.25,4310938.75,3.86769140324735,1.412,4.11737547361829,"SG-NES2"
0,10,5841,NA,289,16,327784.71875997,4310918.46574076,18.235,327786.75,4310916.75,2.65889120155001,2.235,3.47346043905498,"SG-NES2"
0,30,5729,NA,127,15.9,327799.462103943,4310941.42219085,13.724,327798.25,4310939.25,2.4874905128244,2.176,3.30493344129521,"SG-NES2"
0,5,6027,NA,136,15.9,327786.433346622,4310938.79736089,19.834,327785.25,4310938.25,1.30380718254421,3.934,4.14442627745432,"SG-NES2"
0,29,6041,NA,310,15.9,327791.939824388,4310914.33484068,13.779,327791.25,4310913.75,0.904376199117535,2.121,2.3057617633941,"SG-NES2"
0,21,6042,NA,251,15.8,327790.736182445,4310922.74289844,15.225,327787.75,4310921.75,3.14692435806873,0.575000000000001,3.19902452560249,"SG-NES2"
0,18,5742,NA,187,15.6,327761.727883165,4310929.10984786,16.031,327761.25,4310930.75,1.70835340432254,0.430999999999999,1.76188318399955,"SG-NES2"
0,25,5867,NA,331,15.5,327795.17021965,4310914.25833305,14.686,327794.75,4310911.75,2.54328905896406,0.814,2.67037735862299,"SG-NES2"
0,NA,5760,NA,NA,15.4,327793.370994166,4310930.51358636,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,31,6006,NA,118,15.3,327765.586963586,4310939.29764296,13.58,327767.25,4310940.25,1.91642219913703,1.72,2.57508719179472,"SG-NES2"
0,19,5793,NA,308,15,327779.019717048,4310915.15831559,15.803,327777.25,4310914.75,1.81621035337377,0.803000000000001,1.98580690091007,"SG-NES2"
0,20,5849,NA,227,14.7,327789.334083769,4310926.84201404,15.624,327787.75,4310924.75,2.62408919715714,0.924000000000001,2.78201727432394,"SG-NES2"
0,26,6008,NA,124,14.7,327783.268689176,4310942.75839683,14.25,327782.25,4310940.25,2.70735707197508,0.449999999999999,2.74450037623854,"SG-NES2"
0,28,5746,NA,176,14.4,327761.9683479,4310928.48225295,13.84,327762.75,4310932.25,3.84797321635355,0.56,3.88850843817707,"SG-NES2"
0,NA,6012,NA,NA,14.2,327790.470387259,4310946.44239937,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,157,5778,NA,257,14.1,327763.887433215,4310920.04295411,11.302,327763.75,4310921.25,1.21484471216841,2.798,3.05035271316016,"SG-NES2"
0,40,6025,NA,212,13.8,327797.762774737,4310930.00018091,11.985,327796.25,4310927.75,2.71142057233771,1.815,3.26282492942789,"SG-NES2"
0,14,5740,NA,87,13.5,327774.204138569,4310942.15188979,17.135,327774.25,4310943.75,1.59876812317285,3.635,3.97105584343429,"SG-NES2"
0,NA,5764,NA,NA,13.4,327787.932316166,4310925.16860565,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,23,5738,NA,140,13.2,327773.257000927,4310935.68660314,14.845,327773.25,4310937.25,1.56341253126398,1.645,2.26942365875419,"SG-NES2"
0,34,5791,NA,306,13.2,327773.907839841,4310914.04649511,12.876,327772.25,4310914.75,1.80093089031285,0.324,1.8298437287602,"SG-NES2"
0,127,5854,NA,271,13.1,327792.184066186,4310918.60199157,14.395,327789.75,4310919.75,2.6912081969373,1.295,2.98657438535565,"SG-NES2"
0,NA,6003,NA,NA,13.1,327764.670327095,4310947.72999845,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,22,5784,NA,266,13,327770.281228937,4310920.68281511,15.159,327769.75,4310919.75,1.07347482988698,2.159,2.41114686620307,"SG-NES2"
0,125,5739,NA,148,12.8,327773.775721174,4310935.33030142,15.852,327769.25,4310935.75,4.54514015718553,3.052,5.47476054713451,"SG-NES2"
0,43,5747,NA,179,12.8,327771.753265317,4310933.62276351,11.246,327770.75,4310932.25,1.70030025360377,1.554,2.3034619494155,"SG-NES2"
0,160,6026,NA,143,12.8,327791.02596017,4310934.95086425,10.513,327788.25,4310937.25,3.60443893839724,2.287,4.26876434822001,"SG-NES2"
0,129,6005,NA,80,12.6,327767.87845913,4310948.26562836,13.631,327770.25,4310945.25,3.83643330487517,1.031,3.97255352421531,"SG-NES2"
0,33,6043,NA,287,12.6,327774.202645464,4310916.75540755,13.242,327774.25,4310916.75,0.047662287918289,0.642000000000001,0.643766800704733,"SG-NES2"
0,42,5701,NA,39,12.5,327771.261153976,4310948.66139291,11.305,327769.75,4310951.25,2.99741104937384,1.195,3.22684024998269,"SG-NES2"
0,133,5852,NA,244,12.5,327791.412490917,4310920.25559657,10.685,327792.25,4310923.25,3.10932040186563,1.815,3.60029142729555,"SG-NES2"
0,44,6030,NA,242,12.3,327783.016784004,4310924.82776254,10.966,327786.25,4310923.25,3.59764093592988,1.334,3.83700095176929,"SG-NES2"
0,39,6021,NA,145,12.2,327792.64902356,4310939.29486346,12.22,327793.25,4310937.25,2.13134681234377,0.0200000000000014,2.13144064765781,"SG-NES2"
0,46,5716,NA,122,12.1,327775.928471476,4310939.47589825,10.758,327777.25,4310940.25,1.53155840748971,1.342,2.03632884268539,"SG-NES2"
0,37,5713,NA,89,11.9,327781.092521364,4310943.47040731,12.389,327779.25,4310943.75,1.86361397552768,0.488999999999999,1.92670133902016,"SG-NES2"
0,27,5744,NA,205,11.9,327766.611958276,4310929.44847205,13.948,327765.75,4310927.75,1.90467303543781,2.048,2.79679877215432,"SG-NES2"
0,38,5786,NA,250,11.9,327774.630376919,4310923.26944059,12.318,327773.25,4310922.25,1.71601268906858,0.417999999999999,1.76618899018321,"SG-NES2"
0,35,6014,NA,85,11.9,327795.695966039,4310943.91026937,12.826,327796.25,4310945.25,1.44976956014348,0.926,1.72026386857325,"SG-NES2"
0,36,6033,NA,293,11.8,327781.7198158,4310913.47086415,12.469,327782.75,4310915.25,2.0558705886027,0.668999999999999,2.1619817013753,"SG-NES2"
0,NA,5780,NA,NA,11.7,327770.800528903,4310919.0672396,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,48,6007,NA,103,11.6,327781.537138086,4310941.19340259,10.362,327780.75,4310942.25,1.31756762393298,1.238,1.80793485602673,"SG-NES2"
0,32,6010,NA,105,11.5,327788.35030092,4310943.18888687,13.539,327785.75,4310942.25,2.76461090142706,2.039,3.43519932992095,"SG-NES2"
0,NA,6019,NA,NA,11.5,327799.150545066,4310933.75749653,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,45,5853,NA,279,11.4,327791.88702984,4310920.25484052,10.773,327793.25,4310918.25,2.42426755680202,0.627000000000001,2.50403717763192,"SG-NES2"
0,52,5751,NA,161,11.2,327779.191230969,4310930.68656206,9.77,327780.25,4310934.25,3.71740256514637,1.43,3.98296143985312,"SG-NES2"
0,54,5848,NA,290,11,327789.343586441,4310918.5804846,9.572,327789.25,4310916.75,1.83287542105474,1.428,2.32349226577292,"SG-NES2"
0,47,6015,NA,76,10.9,327801.236508185,4310946.81162423,10.547,327800.25,4310946.75,0.988431052214737,0.353,1.04957369678471,"SG-NES2"
0,56,5720,NA,72,10.7,327787.193550934,4310946.52696692,9.394,327789.75,4310946.75,2.56615969480983,1.306,2.87937694289346,"SG-NES2"
0,130,5748,NA,219,10.7,327774.740403784,4310927.69285265,12.347,327774.25,4310926.25,1.52391588761674,1.647,2.24386466448641,"SG-NES2"
0,NA,5706,NA,NA,10.6,327773.38694398,4310949.17312387,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,132,5770,NA,199,10.6,327775.34270178,4310930.1931724,11.42,327772.25,4310929.25,3.23332313016637,0.82,3.33568260841299,"SG-NES2"
0,156,5787,NA,260,10.5,327775.159336441,4310921.03654434,11.4,327778.75,4310921.25,3.59700265691402,0.9,3.70788728440422,"SG-NES2"
0,NA,5846,NA,NA,10.5,327784.298919596,4310916.19744606,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,6020,NA,NA,10.5,327794.876779598,4310939.06286119,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,50,5762,NA,221,10.4,327788.12884139,4310928.23489094,10.233,327789.25,4310926.25,2.27964661321852,0.167,2.2857553852411,"SG-NES2"
0,143,5709,NA,50,10.2,327772.42357224,4310947.7743235,7.477,327770.75,4310949.25,2.23124744946267,2.723,3.52039687829848,"SG-NES2"
0,53,5840,NA,294,10.1,327782.217128784,4310917.54178584,9.673,327785.25,4310915.25,3.80139318504673,0.427,3.82529987678348,"SG-NES2"
0,NA,6024,NA,NA,10.1,327796.413823197,4310931.19858461,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,141,5769,NA,241,10,327776.22624154,4310926.08604242,7.915,327774.75,4310924.25,2.35591613555003,2.085,3.14603970695619,"SG-NES2"
0,135,5777,NA,273,9.9,327766.797323724,4310919.33705811,9.607,327763.25,4310918.25,3.71014837091509,0.293000000000001,3.72169987159147,"SG-NES2"
0,NA,5855,NA,NA,9.9,327798.694155633,4310928.29310315,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3431,NA,NA,9.8,327769.239864682,4310915.65265638,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,5789,NA,NA,9.7,327770.380228145,4310915.95093064,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,65,6013,NA,91,9.7,327791.663955558,4310942.8279803,8.284,327792.25,4310943.75,1.0925055696949,1.416,1.78846985432083,"SG-NES2"
0,NA,5736,NA,NA,9.6,327760.912877775,4310930.07438764,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,161,6023,NA,163,9.6,327792.312259002,4310935.53176592,8.567,327792.75,4310934.25,1.35445230474603,1.033,1.70341716729397,"SG-NES2"
0,NA,5702,NA,NA,9.4,327770.428803863,4310943.08483527,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,51,5726,NA,111,9.4,327798.554224005,4310942.37015785,9.908,327799.75,4310940.75,2.01365133031377,0.507999999999999,2.07674160166219,"SG-NES2"
0,60,5783,NA,274,9.4,327768.492647201,4310916.37139412,8.764,327765.75,4310918.25,3.32434560859393,0.636000000000001,3.38463731075839,"SG-NES2"
0,NA,5711,NA,NA,9.3,327776.554877064,4310943.91555592,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,5797,NA,NA,9.2,327776.711072798,4310920.37071378,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,57,5799,NA,224,9.2,327779.014496814,4310923.02968864,9.297,327777.75,4310924.75,2.13504645828866,0.0970000000000013,2.13724878735513,"SG-NES2"
0,NA,3422,NA,NA,9.1,327774.223336679,4310918.83024847,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,58,5776,NA,204,9.1,327763.730868853,4310924.3544794,9.133,327763.25,4310927.75,3.42940155437623,0.0329999999999995,3.42956032475857,"SG-NES2"
0,59,5745,NA,188,9,327762.008717356,4310928.65399257,9.006,327764.25,4310930.75,3.06864710042019,0.00600000000000023,3.06865296619171,"SG-NES2"
0,NA,5842,NA,NA,9,327784.819312387,4310919.96192633,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,148,6022,NA,144,8.9,327792.041739714,4310936.92321739,6.46,327790.75,4310937.25,1.33243324986191,2.44,2.78010402059663,"SG-NES2"
0,NA,5800,NA,NA,8.8,327781.078178402,4310924.33063676,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,136,3316,NA,70,8.7,327774.482393432,4310943.48495215,8.889,327776.75,4310946.75,3.9752455242502,0.189,3.97973591813217,"SG-NES2"
0,NA,5712,NA,NA,8.7,327778.237714098,4310941.644756,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,63,6028,NA,210,8.7,327787.480359939,4310928.16572604,8.693,327790.75,4310927.75,3.29596332960817,0.00699999999999967,3.29597076293491,"SG-NES2"
0,41,3435,NA,307,8.6,327774.840878024,4310914.60340893,11.569,327774.75,4310914.75,0.172475381940663,2.969,2.97400550728737,"SG-NES2"
0,55,5725,NA,128,8.5,327796.916374693,4310940.25280525,9.513,327800.75,4310939.25,3.96261294757329,1.013,4.09004527753367,"SG-NES2"
0,NA,5761,NA,NA,8.4,327794.986930235,4310930.19804004,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,5859,NA,NA,8.4,327797.360590676,4310922.4959313,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,144,3482,NA,262,8.2,327794.066190818,4310923.6334337,7.284,327791.25,4310921.25,3.68940197643581,0.915999999999999,3.80141328241595,"SG-NES2"
0,158,5717,NA,135,8.2,327782.153229919,4310942.09076499,10.933,327782.75,4310938.25,3.88685094579971,2.733,4.75151547139059,"SG-NES2"
0,145,5788,NA,267,8.2,327774.46238856,4310917.91439021,7.214,327772.25,4310919.75,2.87473936942333,0.985999999999999,3.03913185665124,"SG-NES2"
0,72,5839,NA,226,8.2,327782.57443571,4310925.88010655,7.291,327782.75,4310924.75,1.1436623747758,0.908999999999999,1.46090541359727,"SG-NES2"
0,73,5866,NA,295,8.2,327794.059808558,4310916.99668897,7.248,327795.25,4310915.25,2.11364094327353,0.951999999999999,2.31814193635381,"SG-NES2"
0,131,5743,NA,238,8.1,327763.935962853,4310924.94926233,11.583,327767.25,4310924.25,3.38700605479885,3.483,4.85830207122242,"SG-NES2"
0,NA,5768,NA,NA,8.1,327778.014716482,4310929.07025968,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,142,5798,NA,268,8.1,327777.110379981,4310920.11106983,7.712,327774.75,4310919.75,2.38783690313839,0.388,2.41915462010793,"SG-NES2"
0,NA,5728,NA,NA,7.8,327796.112448985,4310947.96198979,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,69,5785,NA,259,7.8,327777.490497571,4310920.31241136,7.589,327776.25,4310921.25,1.55496195310717,0.210999999999999,1.56921243801177,"SG-NES2"
0,61,3502,NA,154,7.7,327797.530265782,4310933.93400366,8.762,327799.25,4310935.75,2.50106547228383,1.062,2.71719938478028,"SG-NES2"
0,NA,3489,NA,NA,7.6,327796.975931397,4310924.75611427,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,5766,NA,NA,7.6,327779.697534998,4310932.05545661,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,62,3262,NA,131,7.5,327767.104790167,4310937.15487663,8.719,327769.75,4310938.75,3.08894053336187,1.219,3.32077018455748,"SG-NES2"
0,64,3278,NA,102,7.5,327768.805285391,4310941.4522817,8.384,327769.75,4310943.25,2.03083154984118,0.884,2.21488888746824,"SG-NES2"
0,66,3280,NA,101,7.5,327766.180185667,4310941.97196963,7.879,327767.25,4310943.25,1.66669262995433,0.379,1.70924115406342,"SG-NES2"
0,49,5731,NA,64,7.4,327800.921367989,4310947.56892849,10.297,327802.25,4310947.25,1.36637418233457,2.897,3.20305907003765,"SG-NES2"
0,67,5749,NA,149,7.4,327770.937349112,4310937.08247293,7.864,327771.75,4310935.75,1.56073238410407,0.464,1.62824493697698,"SG-NES2"
0,137,3255,NA,167,7.3,327761.477836626,4310933.90030492,8.652,327764.25,4310933.75,2.77623510253693,1.352,3.08794192700547,"SG-NES2"
0,138,3317,NA,59,7.3,327781.197853267,4310945.98163047,8.401,327780.75,4310948.25,2.3121576224014,1.101,2.56091270269583,"SG-NES2"
0,159,3256,NA,130,7.2,327768.769730646,4310935.40964775,10.904,327767.25,4310938.75,3.66981394764497,3.704,5.21412988046228,"SG-NES2"
0,70,3387,NA,141,7.1,327774.449576553,4310937.38663389,7.556,327775.75,4310937.25,1.307581722725,0.456,1.38481260884081,"SG-NES2"
0,NA,5779,NA,NA,7.1,327766.01264084,4310919.07232584,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,5858,NA,NA,7,327797.289873605,4310923.8776172,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,71,3283,NA,79,6.9,327768.118113647,4310943.10633442,7.424,327767.75,4310945.25,2.17504248144786,0.524,2.23727195398835,"SG-NES2"
0,78,3319,NA,81,6.9,327780.562488039,4310943.486493,6.377,327780.75,4310945.25,1.7734479632505,0.523000000000001,1.84895826841964,"SG-NES2"
0,NA,5732,NA,NA,6.9,327802.363250886,4310946.70396788,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3388,NA,NA,6.8,327775.826055999,4310936.6420673,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,134,3314,NA,47,6.7,327777.970155288,4310949.66141802,10.113,327778.75,4310949.75,0.784859568300868,3.413,3.50208131572547,"SG-NES2"
0,NA,3340,NA,NA,6.7,327795.00314223,4310943.97797023,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3382,NA,NA,6.7,327785.797058805,4310927.34750461,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3472,NA,NA,6.7,327790.892279038,4310925.86245174,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,5703,NA,NA,6.7,327770.235906003,4310943.17136098,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,5763,NA,NA,6.7,327786.197616587,4310927.94830626,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,74,3373,NA,193,6.6,327789.974713859,4310931.80624764,7.055,327789.25,4310930.75,1.28096419067806,0.455,1.35937274424622,"SG-NES2"
0,NA,3511,NA,NA,6.6,327798.984507153,4310945.23863687,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3290,NA,NA,6.4,327773.841680557,4310942.82544506,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3488,NA,NA,6.3,327790.36752985,4310925.47596184,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,68,5719,NA,83,6.3,327786.10178033,4310944.82623829,7.619,327785.75,4310945.25,0.550748022294947,1.319,1.42936502827717,"SG-NES2"
0,84,5750,NA,134,6.3,327780.064657601,4310938.87865542,5.771,327780.25,4310938.25,0.655407841915628,0.529,0.842259128323642,"SG-NES2"
0,NA,5851,NA,NA,6.3,327789.944117548,4310920.81043238,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3229,NA,NA,6.2,327767.900602935,4310923.87843582,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3293,NA,NA,6.2,327771.004879004,4310943.56502138,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,77,3418,NA,218,6.2,327770.380868856,4310923.28538406,6.466,327771.75,4310926.25,3.26549655920262,0.266,3.27631252754741,"SG-NES2"
0,83,5737,NA,100,6.2,327763.01393913,4310942.43585896,5.784,327764.75,4310943.25,1.91748089301975,0.416,1.96208791217311,"SG-NES2"
0,147,3356,NA,104,6.1,327785.334123714,4310940.41247734,6.55,327783.25,4310942.25,2.77849980455526,0.45,2.81470445409702,"SG-NES2"
0,81,3209,NA,265,6,327760.770147051,4310919.25860593,5.91,327759.75,4310919.75,1.13232863589452,0.0899999999999999,1.13589970493294,"SG-NES2"
0,NA,3270,NA,NA,6,327770.845461488,4310940.79859358,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3395,NA,NA,6,327781.648998115,4310927.81534908,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,139,3228,NA,197,5.8,327766.355965009,4310926.6143655,8.075,327767.25,4310929.25,2.78313991734195,2.275,3.59464779908994,"SG-NES2"
0,NA,3284,NA,NA,5.8,327768.935145919,4310940.00488672,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,76,3286,NA,88,5.8,327776.958744173,4310942.21518632,6.622,327776.75,4310943.75,1.54894388577301,0.822,1.75354246064177,"SG-NES2"
0,79,3315,NA,46,5.8,327776.905550908,4310949.88854453,6.09,327776.25,4310949.75,0.670031029116018,0.29,0.730096966147833,"SG-NES2"
0,82,3375,NA,228,5.8,327792.203720018,4310924.46988225,5.856,327790.75,4310924.75,1.48046203656352,0.056,1.48152078679504,"SG-NES2"
0,91,3487,NA,222,5.8,327793.666315812,4310926.94984651,5.32,327792.25,4310926.25,1.57978973866159,0.48,1.65110133498233,"SG-NES2"
0,NA,3412,NA,NA,5.6,327771.076074906,4310928.32326384,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,92,3218,NA,258,5.5,327766.326893078,4310922.07875435,5.148,327766.25,4310921.25,0.832313836329492,0.352,0.903687070918643,"SG-NES2"
0,162,3347,NA,109,5.5,327795.193514429,4310938.5046785,7.653,327792.25,4310940.75,3.70212720554487,2.153,4.28265745140041,"SG-NES2"
0,75,5705,NA,58,5.5,327770.645985932,4310946.3731883,6.96,327768.75,4310948.25,2.66780524205046,1.46,3.04118148250181,"SG-NES2"
0,NA,3341,NA,NA,5.4,327793.682203794,4310942.17723536,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,89,3350,NA,106,5.3,327787.702169604,4310942.61787353,5.362,327788.25,4310942.25,0.659885655446585,0.0620000000000003,0.662791881561753,"SG-NES2"
0,NA,3377,NA,NA,5.3,327787.503178268,4310928.31889506,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3413,NA,NA,5.3,327773.087583877,4310926.87455197,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3269,NA,NA,5.2,327772.271273329,4310937.86175458,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,140,3349,NA,84,5.2,327787.652169673,4310942.6178735,8.013,327788.25,4310945.25,2.69916487473629,2.813,3.8985202347827,"SG-NES2"
0,NA,3414,NA,NA,5.2,327770.421889653,4310927.81529004,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3417,NA,NA,5.2,327770.380868851,4310923.48538409,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3468,NA,NA,5.2,327789.628212344,4310923.98514279,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,87,3533,NA,93,5.2,327798.076642485,4310946.86095411,5.533,327797.75,4310943.75,3.12805542816172,0.333,3.14573040193402,"SG-NES2"
0,NA,3415,NA,NA,5.1,327768.998968601,4310926.40469385,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,80,3500,NA,170,5.1,327790.427201296,4310933.51329134,6.067,327788.75,4310932.75,1.84272023538258,0.967000000000001,2.08103504677082,"SG-NES2"
0,86,3515,NA,94,5.1,327800.965937478,4310943.36710658,5.623,327800.25,4310943.75,0.811895218992288,0.523000000000001,0.965765420080123,"SG-NES2"
0,93,3247,NA,158,5,327762.628093531,4310932.94651374,5.146,327762.75,4310935.25,2.30670980556769,0.146,2.31132562117546,"SG-NES2"
0,149,3252,NA,177,5,327766.855904969,4310933.33261718,5.802,327765.75,4310932.25,1.54760646034806,0.802,1.74306906234694,"SG-NES2"
0,NA,3260,NA,NA,5,327770.148306098,4310935.62451093,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3271,NA,NA,5,327770.517815648,4310935.99704073,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3273,NA,NA,5,327768.919948517,4310936.17726049,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3288,NA,NA,5,327775.467168568,4310944.68671575,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3327,NA,NA,5,327792.190482087,4310949.61329798,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3358,NA,NA,5,327786.160127187,4310942.54660768,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3392,NA,NA,5,327773.133028158,4310931.97738076,NA,NA,NA,NA,NA,NA,"SG-NES2"
0,NA,3423,NA,NA,5,327768.74699273,4310915.97327615,NA,NA,NA,NA,NA,NA,"SG-NES2"
