"","nobstrees","npredtrees","ext.rt","tp","match.rt","fn","fp","ft","accuracy","omission","commission","xy.rmse","z.rmse","xyz.rmse","precision","recall","f","loss","quad","paramset"
"SG-SWR1_p24",236,135,0.572033898305085,57,0.241525423728814,179,78,257,0.241525423728814,0.758474576271186,0.577777777777778,2.6575584258885,1.23532610937,2.9306394154693,0.422222222222222,0.241525423728814,0.307277628032345,9.53743178192201,"SG-SWR1","p24"
"SG-SWR1_p25",236,123,0.521186440677966,57,0.241525423728814,179,66,245,0.241525423728814,0.758474576271186,0.536585365853659,2.52705371141783,1.27790252353187,2.83179012641116,0.463414634146341,0.241525423728814,0.317548746518106,8.91765487176848,"SG-SWR1","p25"
"SG-SWR1_p26",236,114,0.483050847457627,55,0.233050847457627,181,59,240,0.233050847457627,0.766949152542373,0.517543859649123,2.55292976418004,1.35821287660728,2.89174559721601,0.482456140350877,0.233050847457627,0.314285714285714,9.20100871841457,"SG-SWR1","p26"
"SG-SWR1_p27",236,114,0.483050847457627,58,0.245762711864407,178,56,234,0.245762711864407,0.754237288135593,0.491228070175439,2.64114267590186,1.3654675907466,2.97323668345615,0.508771929824561,0.245762711864407,0.331428571428571,8.97097275180736,"SG-SWR1","p27"
"SG-SWR1_p28",236,115,0.48728813559322,58,0.245762711864407,178,57,235,0.245762711864407,0.754237288135593,0.495652173913044,2.64114267590186,1.3654675907466,2.97323668345615,0.504347826086956,0.245762711864407,0.330484330484331,8.9966041025268,"SG-SWR1","p28"
"CC-UC1_p1",150,16,0.106666666666667,5,0.0333333333333333,145,11,156,0.0333333333333333,0.966666666666667,0.6875,4.00155341087667,2.49953311640394,4.71806056553948,0.3125,0.0333333333333333,0.0602409638554217,78.3198053879554,"CC-UC1","p1"
"CC-UC1_p2",150,17,0.113333333333333,6,0.04,144,11,155,0.04,0.96,0.647058823529412,3.7793238896168,2.73710729298896,4.66637390228876,0.352941176470588,0.04,0.0718562874251497,64.9403701401852,"CC-UC1","p2"
"CC-UC1_p3",150,18,0.12,7,0.0466666666666667,143,11,154,0.0466666666666667,0.953333333333333,0.611111111111111,3.7620149800721,2.59679855096342,4.57122734334802,0.388888888888889,0.0466666666666667,0.0833333333333333,54.8547281201763,"CC-UC1","p3"
"CC-UC1_p4",150,21,0.14,7,0.0466666666666667,143,14,157,0.0466666666666667,0.953333333333333,0.666666666666667,3.7620149800721,2.59679855096342,4.57122734334802,0.333333333333333,0.0466666666666667,0.0818713450292398,55.834276836608,"CC-UC1","p4"
"CC-UC1_p5",150,25,0.166666666666667,11,0.0733333333333333,139,14,153,0.0733333333333333,0.926666666666667,0.56,3.67871140532769,2.5025558571552,4.44923627399915,0.44,0.0733333333333333,0.125714285714286,35.3916521795387,"CC-UC1","p5"
"CC-UC1_p6",150,26,0.173333333333333,12,0.08,138,14,152,0.08,0.92,0.538461538461538,3.63743979495278,2.39666921650305,4.35602933819774,0.461538461538462,0.08,0.136363636363636,31.9442151467834,"CC-UC1","p6"
"CC-UC1_p7",150,30,0.2,14,0.0933333333333333,136,16,152,0.0933333333333333,0.906666666666667,0.533333333333333,3.79435262345235,2.22399784814901,4.39809939174539,0.466666666666667,0.0933333333333333,0.155555555555556,28.2734960897918,"CC-UC1","p7"
"CC-UC1_p8",150,35,0.233333333333333,15,0.1,135,20,155,0.1,0.9,0.571428571428571,3.72724148901902,2.1837102829817,4.31982866760532,0.428571428571429,0.1,0.162162162162162,26.6389434502328,"CC-UC1","p8"
"CC-UC1_p9",150,39,0.26,18,0.12,132,21,153,0.12,0.88,0.538461538461538,3.56786460232299,2.03379324033798,4.1068202742455,0.461538461538462,0.12,0.19047619047619,21.5608064397889,"CC-UC1","p9"
"CC-UC1_p10",150,43,0.286666666666667,18,0.12,132,25,157,0.12,0.88,0.581395348837209,3.56786460232299,2.03379324033798,4.1068202742455,0.418604651162791,0.12,0.186528497409326,22.0171198035939,"CC-UC1","p10"
"CC-UC1_p11",150,49,0.326666666666667,20,0.133333333333333,130,29,159,0.133333333333333,0.866666666666667,0.591836734693878,3.50671244869382,1.94935393143472,4.01210829213572,0.408163265306122,0.133333333333333,0.201005025125628,19.9602387533752,"CC-UC1","p11"
"CC-UC1_p12",150,55,0.366666666666667,20,0.133333333333333,130,35,165,0.133333333333333,0.866666666666667,0.636363636363636,3.50671244869382,1.94935393143472,4.01210829213572,0.363636363636364,0.133333333333333,0.195121951219512,20.5620549971956,"CC-UC1","p12"
"CC-UC1_p13",150,58,0.386666666666667,20,0.133333333333333,130,38,168,0.133333333333333,0.866666666666667,0.655172413793103,3.50671244869382,1.94935393143472,4.01210829213572,0.344827586206897,0.133333333333333,0.192307692307692,20.8629631191057,"CC-UC1","p13"
"CC-UC1_p14",150,59,0.393333333333333,20,0.133333333333333,130,39,169,0.133333333333333,0.866666666666667,0.661016949152542,3.50671244869382,1.94935393143472,4.01210829213572,0.338983050847458,0.133333333333333,0.191387559808612,20.9632658264091,"CC-UC1","p14"
"CC-UC1_p15",150,3084,20.56,132,0.88,18,2952,2970,0.88,0.12,0.957198443579767,1.4128388227387,0.829772582024007,1.63848590989256,0.0428015564202335,0.88,0.0816326530612245,20.0714523961839,"CC-UC1","p15"
"CC-UC1_p16",150,2371,15.8066666666667,138,0.92,12,2233,2245,0.92,0.08,0.94179671024884,1.58676099212026,0.867545625914556,1.8084374081394,0.0582032897511598,0.92,0.10948036493455,16.5183721228965,"CC-UC1","p16"
"CC-UC1_p17",150,2110,14.0666666666667,132,0.88,18,1978,1996,0.88,0.12,0.937440758293839,1.73027232513272,0.984768600722879,1.99088209497445,0.0625592417061611,0.88,0.116814159292035,17.0431573281904,"CC-UC1","p17"
"CC-UC1_p18",150,1457,9.71333333333333,131,0.873333333333333,19,1326,1345,0.873333333333333,0.126666666666667,0.910089224433768,2.05063786856656,1.14764038706176,2.34993491952745,0.089910775566232,0.873333333333333,0.163036714374611,14.4135321209184,"CC-UC1","p18"
"CC-UC1_p19",150,590,3.93333333333333,97,0.646666666666667,53,493,546,0.646666666666667,0.353333333333333,0.835593220338983,2.54156713740842,1.28120551720619,2.84623454607558,0.164406779661017,0.646666666666667,0.262162162162162,10.8567709489481,"CC-UC1","p19"
"CC-UC1_p20",150,260,1.73333333333333,70,0.466666666666667,80,190,270,0.466666666666667,0.533333333333333,0.730769230769231,2.98519323707043,1.52266062253825,3.35110042136603,0.269230769230769,0.466666666666667,0.341463414634146,9.81393694828624,"CC-UC1","p20"
"CC-UC1_p21",150,151,1.00666666666667,46,0.306666666666667,104,105,209,0.306666666666667,0.693333333333333,0.695364238410596,3.36831637106269,1.70971297489425,3.77738979085965,0.304635761589404,0.306666666666667,0.305647840531561,12.3586339896604,"CC-UC1","p21"
"CC-UC1_p22",150,98,0.653333333333333,31,0.206666666666667,119,67,186,0.206666666666667,0.793333333333333,0.683673469387755,3.33306343894718,1.76228905395154,3.77027513554698,0.316326530612245,0.206666666666667,0.25,15.0811005421879,"CC-UC1","p22"
"CC-UC1_p23",150,92,0.613333333333333,28,0.186666666666667,122,64,186,0.186666666666667,0.813333333333333,0.695652173913043,3.35435593342012,1.78284988551637,3.79871786822297,0.304347826086957,0.186666666666667,0.231404958677686,16.415887930535,"CC-UC1","p23"
"CC-UC1_p24",150,68,0.453333333333333,25,0.166666666666667,125,43,168,0.166666666666667,0.833333333333333,0.632352941176471,3.46482925707958,1.82368985301778,3.91546759158017,0.367647058823529,0.166666666666667,0.229357798165138,17.0714386992895,"CC-UC1","p24"
"CC-UC1_p25",150,65,0.433333333333333,21,0.14,129,44,173,0.14,0.86,0.676923076923077,3.49977070083857,1.86127188976223,3.9639283553146,0.323076923076923,0.14,0.195348837209302,20.2915380093485,"CC-UC1","p25"
"CC-UC1_p26",150,65,0.433333333333333,21,0.14,129,44,173,0.14,0.86,0.676923076923077,3.463485433568,1.92100350759453,3.96055372703467,0.323076923076923,0.14,0.195348837209302,20.274263126487,"CC-UC1","p26"
"CC-UC1_p27",150,59,0.393333333333333,20,0.133333333333333,130,39,169,0.133333333333333,0.866666666666667,0.661016949152542,3.50671244869382,1.94935393143472,4.01210829213572,0.338983050847458,0.133333333333333,0.191387559808612,20.9632658264091,"CC-UC1","p27"
"CC-UC1_p28",150,59,0.393333333333333,20,0.133333333333333,130,39,169,0.133333333333333,0.866666666666667,0.661016949152542,3.50671244869382,1.94935393143472,4.01210829213572,0.338983050847458,0.133333333333333,0.191387559808612,20.9632658264091,"CC-UC1","p28"
"WG-WGM1_p1",176,21,0.119318181818182,8,0.0454545454545455,168,13,181,0.0454545454545455,0.954545454545455,0.619047619047619,3.05616943525647,1.96381821969346,3.63273362868734,0.380952380952381,0.0454545454545455,0.0812182741116751,44.7280328032129,"WG-WGM1","p1"
"WG-WGM1_p2",176,23,0.130681818181818,9,0.0511363636363636,167,14,181,0.0511363636363636,0.948863636363636,0.608695652173913,3.2161990435644,1.85625249719249,3.71343636287979,0.391304347826087,0.0511363636363636,0.0904522613065327,41.0541020118377,"WG-WGM1","p2"
"WG-WGM1_p3",176,24,0.136363636363636,10,0.0568181818181818,166,14,180,0.0568181818181818,0.943181818181818,0.583333333333333,3.05990676399344,1.76240713230513,3.53116245793546,0.416666666666667,0.0568181818181818,0.1,35.3116245793546,"WG-WGM1","p3"
"WG-WGM1_p4",176,25,0.142045454545455,10,0.0568181818181818,166,15,181,0.0568181818181818,0.943181818181818,0.6,3.05990676399344,1.76240713230513,3.53116245793546,0.4,0.0568181818181818,0.099502487562189,35.4881827022514,"WG-WGM1","p4"
"WG-WGM1_p5",176,26,0.147727272727273,11,0.0625,165,15,180,0.0625,0.9375,0.576923076923077,3.12981513882512,1.68493023864222,3.55453691953112,0.423076923076923,0.0625,0.108910891089109,32.6371117156949,"WG-WGM1","p5"
"WG-WGM1_p6",176,27,0.153409090909091,12,0.0681818181818182,164,15,179,0.0681818181818182,0.931818181818182,0.555555555555556,3.22957506259552,1.63771621982158,3.62108678460011,0.444444444444444,0.0681818181818182,0.118226600985222,30.6283590530759,"WG-WGM1","p6"
"WG-WGM1_p7",176,28,0.159090909090909,13,0.0738636363636364,163,15,178,0.0738636363636364,0.926136363636364,0.535714285714286,3.27590847502236,1.58125067345684,3.63757199640516,0.464285714285714,0.0738636363636364,0.127450980392157,28.5409495102559,"WG-WGM1","p7"
"WG-WGM1_p8",176,34,0.193181818181818,16,0.0909090909090909,160,18,178,0.0909090909090909,0.909090909090909,0.529411764705882,3.20730424621219,1.46152428991105,3.52460689691358,0.470588235294118,0.0909090909090909,0.152380952380952,23.1302327609954,"WG-WGM1","p8"
"WG-WGM1_p9",176,40,0.227272727272727,17,0.0965909090909091,159,23,182,0.0965909090909091,0.903409090909091,0.575,3.19590859859805,1.45320783097257,3.51078976451068,0.425,0.0965909090909091,0.157407407407407,22.3038408568914,"WG-WGM1","p9"
"WG-WGM1_p10",176,44,0.25,18,0.102272727272727,158,26,184,0.102272727272727,0.897727272727273,0.590909090909091,3.27276624038073,1.42296525295283,3.56872932222197,0.409090909090909,0.102272727272727,0.163636363636364,21.8089014135787,"WG-WGM1","p10"
"WG-WGM1_p11",176,46,0.261363636363636,18,0.102272727272727,158,28,186,0.102272727272727,0.897727272727273,0.608695652173913,3.27276624038073,1.42296525295283,3.56872932222197,0.391304347826087,0.102272727272727,0.162162162162162,22.0071641537022,"WG-WGM1","p11"
"WG-WGM1_p12",176,46,0.261363636363636,18,0.102272727272727,158,28,186,0.102272727272727,0.897727272727273,0.608695652173913,3.27276624038073,1.42296525295283,3.56872932222197,0.391304347826087,0.102272727272727,0.162162162162162,22.0071641537022,"WG-WGM1","p12"
"WG-WGM1_p13",176,46,0.261363636363636,18,0.102272727272727,158,28,186,0.102272727272727,0.897727272727273,0.608695652173913,3.27276624038073,1.42296525295283,3.56872932222197,0.391304347826087,0.102272727272727,0.162162162162162,22.0071641537022,"WG-WGM1","p13"
"WG-WGM1_p14",176,46,0.261363636363636,18,0.102272727272727,158,28,186,0.102272727272727,0.897727272727273,0.608695652173913,3.27276624038073,1.42296525295283,3.56872932222197,0.391304347826087,0.102272727272727,0.162162162162162,22.0071641537022,"WG-WGM1","p14"
"WG-WGM1_p15",176,3431,19.4943181818182,156,0.886363636363636,20,3275,3295,0.886363636363636,0.113636363636364,0.954532206353833,1.56135016886315,0.804700187042131,1.75651835767083,0.0454677936461673,0.886363636363636,0.0864984751871361,20.3069285773035,"WG-WGM1","p15"
"WG-WGM1_p16",176,2810,15.9659090909091,169,0.960227272727273,7,2641,2648,0.960227272727273,0.0397727272727273,0.939857651245552,1.70832867321178,0.994480498319832,1.9767089611918,0.0601423487544484,0.960227272727273,0.113194909578031,17.4628785743157,"WG-WGM1","p16"
"WG-WGM1_p17",176,2479,14.0852272727273,155,0.880681818181818,21,2324,2345,0.880681818181818,0.119318181818182,0.937474788221057,1.91543381580538,1.01852852431275,2.16939785598895,0.0625252117789431,0.880681818181818,0.116760828625235,18.5798429279054,"WG-WGM1","p17"
"WG-WGM1_p18",176,1907,10.8352272727273,160,0.909090909090909,16,1747,1763,0.909090909090909,0.0909090909090909,0.916098584163608,2.05449575749255,1.1346523586544,2.34699569504396,0.0839014158363922,0.909090909090909,0.153624579932789,15.2774751024268,"WG-WGM1","p18"
"WG-WGM1_p19",176,752,4.27272727272727,140,0.795454545454545,36,612,648,0.795454545454545,0.204545454545455,0.813829787234043,2.43138167652754,1.34230875466755,2.77730258520943,0.186170212765957,0.795454545454545,0.301724137931034,9.2047742824084,"WG-WGM1","p19"
"WG-WGM1_p20",176,380,2.15909090909091,98,0.556818181818182,78,282,360,0.556818181818182,0.443181818181818,0.742105263157895,2.72842494366856,1.51938236310223,3.12295139868345,0.257894736842105,0.556818181818182,0.352517985611511,8.85898457993876,"WG-WGM1","p20"
"WG-WGM1_p21",176,219,1.24431818181818,65,0.369318181818182,111,154,265,0.369318181818182,0.630681818181818,0.703196347031963,2.83262377829373,1.3802081671311,3.15098905963992,0.296803652968037,0.369318181818182,0.329113924050633,9.57415906582897,"WG-WGM1","p21"
"WG-WGM1_p22",176,102,0.579545454545455,47,0.267045454545455,129,55,184,0.267045454545455,0.732954545454545,0.53921568627451,3.0260369595413,1.73151665778017,3.48640927268732,0.46078431372549,0.267045454545455,0.338129496402878,10.310869976671,"WG-WGM1","p22"
"WG-WGM1_p23",176,91,0.517045454545455,35,0.198863636363636,141,56,197,0.198863636363636,0.801136363636364,0.615384615384615,3.05541085552882,1.68551981808072,3.48948600129392,0.384615384615385,0.198863636363636,0.262172284644195,13.3098966049354,"WG-WGM1","p23"
"WG-WGM1_p24",176,90,0.511363636363636,35,0.198863636363636,141,55,196,0.198863636363636,0.801136363636364,0.611111111111111,3.05540642012336,1.7635013953577,3.52781030719619,0.388888888888889,0.198863636363636,0.263157894736842,13.4056791673455,"WG-WGM1","p24"
"WG-WGM1_p25",176,64,0.363636363636364,25,0.142045454545455,151,39,190,0.142045454545455,0.857954545454545,0.609375,3.24668081634494,1.48286764075557,3.56929023241628,0.390625,0.142045454545455,0.208333333333333,17.1325931155981,"WG-WGM1","p25"
"WG-WGM1_p26",176,54,0.306818181818182,20,0.113636363636364,156,34,190,0.113636363636364,0.886363636363636,0.62962962962963,3.13025994400668,1.42645658889431,3.43995722604987,0.37037037037037,0.113636363636364,0.173913043478261,19.7797540497867,"WG-WGM1","p26"
"WG-WGM1_p27",176,47,0.267045454545455,19,0.107954545454545,157,28,185,0.107954545454545,0.892045454545455,0.595744680851064,3.19583207363867,1.43763954929051,3.50430451253624,0.404255319148936,0.107954545454545,0.170403587443946,20.5647343761995,"WG-WGM1","p27"
"WG-WGM1_p28",176,46,0.261363636363636,18,0.102272727272727,158,28,186,0.102272727272727,0.897727272727273,0.608695652173913,3.27276624038073,1.42296525295283,3.56872932222197,0.391304347826087,0.102272727272727,0.162162162162162,22.0071641537022,"WG-WGM1","p28"
"ER-APL1_p1",436,37,0.0848623853211009,26,0.0596330275229358,410,11,421,0.0596330275229358,0.940366972477064,0.297297297297297,2.96577848727249,1.2488135138233,3.2179771950522,0.702702702702703,0.0596330275229358,0.109936575052854,29.2712156396094,"ER-APL1","p1"
"ER-APL1_p2",436,41,0.0940366972477064,29,0.0665137614678899,407,12,419,0.0665137614678899,0.93348623853211,0.292682926829268,3.00522533302719,1.21316657468422,3.24085674478207,0.707317073170732,0.0665137614678899,0.121593291404612,26.6532528838111,"ER-APL1","p2"
"ER-APL1_p3",436,49,0.112385321100917,35,0.0802752293577982,401,14,415,0.0802752293577982,0.919724770642202,0.285714285714286,2.91764236224189,1.27608824146295,3.18449967089784,0.714285714285714,0.0802752293577982,0.144329896907217,22.0640334340779,"ER-APL1","p3"
"ER-APL1_p4",436,57,0.130733944954128,40,0.0917431192660551,396,17,413,0.0917431192660551,0.908256880733945,0.298245614035088,2.95964310132331,1.26441899701009,3.21842239104979,0.701754385964912,0.0917431192660551,0.162271805273834,19.8335279848444,"ER-APL1","p4"
"ER-APL1_p5",436,65,0.149082568807339,43,0.0986238532110092,393,22,415,0.0986238532110092,0.901376146788991,0.338461538461538,2.92770310095469,1.18212350316885,3.15735038031637,0.661538461538462,0.0986238532110092,0.171656686626747,18.3934016341686,"ER-APL1","p5"
"ER-APL1_p6",436,70,0.160550458715596,45,0.103211009174312,391,25,416,0.103211009174312,0.896788990825688,0.357142857142857,2.98817896395229,1.27937828651263,3.2505418503085,0.642857142857143,0.103211009174312,0.177865612648221,18.2752686250678,"ER-APL1","p6"
"ER-APL1_p7",436,76,0.174311926605505,49,0.112385321100917,387,27,414,0.112385321100917,0.887614678899083,0.355263157894737,2.93000766309937,1.34048908223523,3.22208874573822,0.644736842105263,0.112385321100917,0.19140625,16.8337697736527,"ER-APL1","p7"
"ER-APL1_p8",436,89,0.204128440366972,54,0.123853211009174,382,35,417,0.123853211009174,0.876146788990826,0.393258426966292,2.86207915129819,1.30704973126504,3.14640685040822,0.606741573033708,0.123853211009174,0.205714285714286,15.2950333005955,"ER-APL1","p8"
"ER-APL1_p9",436,99,0.227064220183486,57,0.130733944954128,379,42,421,0.130733944954128,0.869266055045872,0.424242424242424,2.79491400468065,1.29913261211458,3.08209179574841,0.575757575757576,0.130733944954128,0.213084112149533,14.4642027256614,"ER-APL1","p9"
"ER-APL1_p10",436,114,0.261467889908257,65,0.149082568807339,371,49,420,0.149082568807339,0.850917431192661,0.429824561403509,2.71353323891832,1.26417658820034,2.99356060317281,0.570175438596491,0.149082568807339,0.236363636363636,12.6650640903465,"ER-APL1","p10"
"ER-APL1_p11",436,120,0.275229357798165,66,0.151376146788991,370,54,424,0.151376146788991,0.848623853211009,0.45,2.72811730068561,1.26103990276424,3.00546928825829,0.55,0.151376146788991,0.237410071942446,12.6594009414516,"ER-APL1","p11"
"ER-APL1_p12",436,126,0.288990825688073,62,0.142201834862385,374,64,438,0.142201834862385,0.857798165137615,0.507936507936508,2.71133699582294,1.29921265238953,3.00654316799996,0.492063492063492,0.142201834862385,0.220640569395018,13.6264295194837,"ER-APL1","p12"
"ER-APL1_p13",436,129,0.295871559633028,65,0.149082568807339,371,64,435,0.149082568807339,0.850917431192661,0.496124031007752,2.7224770066975,1.26763447170158,3.00312807016996,0.503875968992248,0.149082568807339,0.230088495575221,13.0520566126617,"ER-APL1","p13"
"ER-APL1_p14",436,138,0.31651376146789,64,0.146788990825688,372,74,446,0.146788990825688,0.853211009174312,0.536231884057971,2.68289111425398,1.28066833138014,2.97288010285362,0.463768115942029,0.146788990825688,0.222996515679443,13.3315092112342,"ER-APL1","p14"
"ER-APL1_p15",436,1357,3.11238532110092,227,0.520642201834862,209,1130,1339,0.520642201834862,0.479357798165138,0.832719233603537,2.00630172272546,1.27467722268284,2.37698309304832,0.167280766396463,0.520642201834862,0.253206915783603,9.38751252386705,"ER-APL1","p15"
"ER-APL1_p16",436,1134,2.60091743119266,212,0.486238532110092,224,922,1146,0.486238532110092,0.513761467889908,0.81305114638448,2.10547344904898,1.31162099226815,2.48059832943762,0.18694885361552,0.486238532110092,0.270063694267516,9.18523438022892,"ER-APL1","p16"
"ER-APL1_p17",436,1069,2.45183486238532,207,0.474770642201835,229,862,1091,0.474770642201835,0.525229357798165,0.806361085126286,2.14020840821583,1.20771587022296,2.45745186194687,0.193638914873714,0.474770642201835,0.275083056478405,8.93349046432376,"ER-APL1","p17"
"ER-APL1_p18",436,901,2.06651376146789,201,0.461009174311927,235,700,935,0.461009174311927,0.538990825688073,0.776914539400666,2.14150734746388,1.22771665463966,2.46846954676808,0.223085460599334,0.461009174311927,0.300673148840688,8.20981040803213,"ER-APL1","p18"
"ER-APL1_p19",436,660,1.51376146788991,174,0.399082568807339,262,486,748,0.399082568807339,0.600917431192661,0.736363636363636,2.20237533964763,1.3671480382975,2.59220965496788,0.263636363636364,0.399082568807339,0.317518248175182,8.16397063748505,"ER-APL1","p19"
"ER-APL1_p20",436,537,1.23165137614679,175,0.401376146788991,261,362,623,0.401376146788991,0.598623853211009,0.674115456238361,2.24360636412742,1.35164473777056,2.61929628226666,0.325884543761639,0.401376146788991,0.359712230215827,7.28164366470131,"ER-APL1","p20"
