"","x","y","focal_median"
"10471",319216.75,4299911.25,10.43
"10472",319217.25,4299911.25,12.287
"10473",319217.75,4299911.25,13.856
"10474",319218.25,4299911.25,14.921
"10475",319218.75,4299911.25,14.962
"10476",319219.25,4299911.25,14.962
"10477",319219.75,4299911.25,14.45
"10478",319220.25,4299911.25,13.188
"10479",319220.75,4299911.25,7.882
"10480",319221.25,4299911.25,7.882
"10481",319221.75,4299911.25,5.557
"10482",319222.25,4299911.25,3.283
"10483",319222.75,4299911.25,3.15
"10484",319223.25,4299911.25,3.15
"10485",319223.75,4299911.25,5.911
"10486",319224.25,4299911.25,7.575
"10487",319224.75,4299911.25,10.713
"10488",319225.25,4299911.25,14.334
"10489",319225.75,4299911.25,15.61
"10490",319226.25,4299911.25,15.61
"10491",319226.75,4299911.25,15.891
"10492",319227.25,4299911.25,15.514
"10493",319227.75,4299911.25,13.696
"10494",319228.25,4299911.25,13.118
"10495",319228.75,4299911.25,10.901
"10496",319229.25,4299911.25,11.449
"10497",319229.75,4299911.25,13.806
"10498",319230.25,4299911.25,13.806
"10499",319230.75,4299911.25,11.469
"10500",319231.25,4299911.25,10.777
"10501",319231.75,4299911.25,6.165
"10502",319232.25,4299911.25,5.681
"10503",319232.75,4299911.25,5.939
"10504",319233.25,4299911.25,6.905
"10505",319233.75,4299911.25,13.786
"10506",319234.25,4299911.25,15.569
"10507",319234.75,4299911.25,17.045
"10508",319235.25,4299911.25,17.045
"10509",319235.75,4299911.25,16.815
"10510",319236.25,4299911.25,16.521
"10511",319236.75,4299911.25,16.49
"10512",319237.25,4299911.25,16.521
"10513",319237.75,4299911.25,17.255
"10514",319238.25,4299911.25,17.533
"10515",319238.75,4299911.25,17.765
"10516",319239.25,4299911.25,17.765
"10517",319239.75,4299911.25,12.612
"10518",319240.25,4299911.25,13.056
"10519",319240.75,4299911.25,13.822
"10520",319241.25,4299911.25,17.499
"10521",319241.75,4299911.25,17.967
"10522",319242.25,4299911.25,18.638
"10523",319242.75,4299911.25,18.638
"10524",319243.25,4299911.25,18.998
"10525",319243.75,4299911.25,18.4
"10526",319244.25,4299911.25,18.4
"10527",319244.75,4299911.25,18.95
"10528",319245.25,4299911.25,19.389
"10529",319245.75,4299911.25,19.389
"10530",319246.25,4299911.25,19.471
"10580",319191.25,4299910.75,7.248
"10581",319191.75,4299910.75,6.897
"10582",319192.25,4299910.75,7.248
"10583",319192.75,4299910.75,7.248
"10584",319193.25,4299910.75,8.912
"10585",319193.75,4299910.75,6.338
"10586",319194.25,4299910.75,4.146
"10587",319194.75,4299910.75,2.706
"10588",319195.25,4299910.75,2.76
"10589",319195.75,4299910.75,2.76
"10590",319196.25,4299910.75,2.76
"10591",319196.75,4299910.75,2.723
"10592",319197.25,4299910.75,2.723
"10593",319197.75,4299910.75,8.6
"10594",319198.25,4299910.75,11.311
"10595",319198.75,4299910.75,12.264
"10596",319199.25,4299910.75,12.264
"10597",319199.75,4299910.75,11.754
"10598",319200.25,4299910.75,3.264
"10599",319200.75,4299910.75,2.418
"10600",319201.25,4299910.75,2.418
"10601",319201.75,4299910.75,2.842
"10602",319202.25,4299910.75,4.188
"10603",319202.75,4299910.75,6.997
"10604",319203.25,4299910.75,10.937
"10605",319203.75,4299910.75,13.012
"10606",319204.25,4299910.75,13.012
"10607",319204.75,4299910.75,13.13
"10608",319205.25,4299910.75,13.344
"10609",319205.75,4299910.75,13.344
"10610",319206.25,4299910.75,13.13
"10611",319206.75,4299910.75,11.979
"10612",319207.25,4299910.75,11.979
"10613",319207.75,4299910.75,9.955
"10614",319208.25,4299910.75,1.012
"10615",319208.75,4299910.75,1.012
"10616",319209.25,4299910.75,1.637
"10617",319209.75,4299910.75,2.499
"10618",319210.25,4299910.75,2.499
"10619",319210.75,4299910.75,2.499
"10620",319211.25,4299910.75,8.818
"10621",319211.75,4299910.75,12.175
"10622",319212.25,4299910.75,13.292
"10623",319212.75,4299910.75,13.968
"10624",319213.25,4299910.75,11.97
"10625",319213.75,4299910.75,11.97
"10626",319214.25,4299910.75,11.97
"10627",319214.75,4299910.75,7.615
"10628",319215.25,4299910.75,2.069
"10629",319215.75,4299910.75,2.069
"10630",319216.25,4299910.75,4.026
"10631",319216.75,4299910.75,7.514
"10632",319217.25,4299910.75,10.43
"10633",319217.75,4299910.75,13.856
"10634",319218.25,4299910.75,14.921
"10635",319218.75,4299910.75,14.962
"10636",319219.25,4299910.75,14.962
"10637",319219.75,4299910.75,14.45
"10638",319220.25,4299910.75,7.016
"10639",319220.75,4299910.75,6.903
"10640",319221.25,4299910.75,7.477
"10641",319221.75,4299910.75,7.882
"10642",319222.25,4299910.75,5.557
"10643",319222.75,4299910.75,3.15
"10644",319223.25,4299910.75,5.911
"10645",319223.75,4299910.75,5.911
"10646",319224.25,4299910.75,7.753
"10647",319224.75,4299910.75,10.089
"10648",319225.25,4299910.75,12.717
"10649",319225.75,4299910.75,13.832
"10650",319226.25,4299910.75,15.61
"10651",319226.75,4299910.75,15.61
"10652",319227.25,4299910.75,15.161
"10653",319227.75,4299910.75,13.696
"10654",319228.25,4299910.75,11.449
"10655",319228.75,4299910.75,8.167
"10656",319229.25,4299910.75,8.167
"10657",319229.75,4299910.75,9.406
"10658",319230.25,4299910.75,11.469
"10659",319230.75,4299910.75,9.643
"10660",319231.25,4299910.75,6.165
"10661",319231.75,4299910.75,2.837
"10662",319232.25,4299910.75,2.837
"10663",319232.75,4299910.75,6.145
"10664",319233.25,4299910.75,8.807
"10665",319233.75,4299910.75,13.184
"10666",319234.25,4299910.75,15.569
"10667",319234.75,4299910.75,17.045
"10668",319235.25,4299910.75,17.045
"10669",319235.75,4299910.75,17.027
"10670",319236.25,4299910.75,16.894
"10671",319236.75,4299910.75,16.894
"10672",319237.25,4299910.75,16.894
"10673",319237.75,4299910.75,17.178
"10674",319238.25,4299910.75,17.765
"10675",319238.75,4299910.75,17.765
"10676",319239.25,4299910.75,18.029
"10677",319239.75,4299910.75,18.029
"10678",319240.25,4299910.75,13.822
"10679",319240.75,4299910.75,13.056
"10680",319241.25,4299910.75,13.822
"10681",319241.75,4299910.75,16.587
"10682",319242.25,4299910.75,17.967
"10683",319242.75,4299910.75,18.998
"10684",319243.25,4299910.75,18.998
"10685",319243.75,4299910.75,18.4
"10686",319244.25,4299910.75,18.4
"10687",319244.75,4299910.75,18.95
"10688",319245.25,4299910.75,19.221
"10689",319245.75,4299910.75,19.389
"10690",319246.25,4299910.75,19.389
"10739",319190.75,4299910.25,4.554
"10740",319191.25,4299910.25,4.554
"10741",319191.75,4299910.25,4.964
"10742",319192.25,4299910.25,6.456
"10743",319192.75,4299910.25,6.456
"10744",319193.25,4299910.25,6.456
"10745",319193.75,4299910.25,4.902
"10746",319194.25,4299910.25,2.706
"10747",319194.75,4299910.25,2.29
"10748",319195.25,4299910.25,2.735
"10749",319195.75,4299910.25,2.735
"10750",319196.25,4299910.25,2.735
"10751",319196.75,4299910.25,2.76
"10752",319197.25,4299910.25,7.185
"10753",319197.75,4299910.25,9.64
"10754",319198.25,4299910.25,11.311
"10755",319198.75,4299910.25,11.754
"10756",319199.25,4299910.25,11.754
"10757",319199.75,4299910.25,11.754
"10758",319200.25,4299910.25,2.418
"10759",319200.75,4299910.25,1.301
"10760",319201.25,4299910.25,2.176
"10761",319201.75,4299910.25,2.438
"10762",319202.25,4299910.25,5.031
"10763",319202.75,4299910.25,5.542
"10764",319203.25,4299910.25,8.209
"10765",319203.75,4299910.25,11.998
"10766",319204.25,4299910.25,13.095
"10767",319204.75,4299910.25,13.095
"10768",319205.25,4299910.25,13.13
"10769",319205.75,4299910.25,13.13
"10770",319206.25,4299910.25,11.979
"10771",319206.75,4299910.25,7.898
"10772",319207.25,4299910.25,8.89
"10773",319207.75,4299910.25,3.94
"10774",319208.25,4299910.25,2.383
"10775",319208.75,4299910.25,1.012
"10776",319209.25,4299910.25,1.637
"10777",319209.75,4299910.25,2.499
"10778",319210.25,4299910.25,3.616
"10779",319210.75,4299910.25,6.402
"10780",319211.25,4299910.25,9.557
"10781",319211.75,4299910.25,12.175
"10782",319212.25,4299910.25,13.292
"10783",319212.75,4299910.25,14.138
"10784",319213.25,4299910.25,14.215
"10785",319213.75,4299910.25,14.215
"10786",319214.25,4299910.25,14.215
"10787",319214.75,4299910.25,12.685
"10788",319215.25,4299910.25,3.182
"10789",319215.75,4299910.25,3.182
"10790",319216.25,4299910.25,4.066
"10791",319216.75,4299910.25,7.366
"10792",319217.25,4299910.25,10.43
"10793",319217.75,4299910.25,14.921
"10794",319218.25,4299910.25,14.943
"10795",319218.75,4299910.25,14.943
"10796",319219.25,4299910.25,14.962
"10797",319219.75,4299910.25,14.962
"10798",319220.25,4299910.25,6.903
"10799",319220.75,4299910.25,6.903
"10800",319221.25,4299910.25,7.477
"10801",319221.75,4299910.25,7.882
"10802",319222.25,4299910.25,8.464
"10803",319222.75,4299910.25,8.464
"10804",319223.25,4299910.25,8.464
"10805",319223.75,4299910.25,7.753
"10806",319224.25,4299910.25,7.753
"10807",319224.75,4299910.25,9.257
"10808",319225.25,4299910.25,12.717
"10809",319225.75,4299910.25,12.717
"10810",319226.25,4299910.25,15.161
"10811",319226.75,4299910.25,15.161
"10812",319227.25,4299910.25,15.161
"10813",319227.75,4299910.25,13.696
"10814",319228.25,4299910.25,7.44
"10815",319228.75,4299910.25,7.318
"10816",319229.25,4299910.25,7.318
"10817",319229.75,4299910.25,7.318
"10818",319230.25,4299910.25,9.643
"10819",319230.75,4299910.25,9.643
"10820",319231.25,4299910.25,9.643
"10821",319231.75,4299910.25,5.447
"10822",319232.25,4299910.25,5.447
"10823",319232.75,4299910.25,6.905
"10824",319233.25,4299910.25,10.798
"10825",319233.75,4299910.25,13.184
"10826",319234.25,4299910.25,14.722
"10827",319234.75,4299910.25,17.027
"10828",319235.25,4299910.25,17.027
"10829",319235.75,4299910.25,17.027
"10830",319236.25,4299910.25,16.894
"10831",319236.75,4299910.25,16.894
"10832",319237.25,4299910.25,16.894
"10833",319237.75,4299910.25,17.178
"10834",319238.25,4299910.25,17.178
"10835",319238.75,4299910.25,18.029
"10836",319239.25,4299910.25,18.029
"10837",319239.75,4299910.25,18.458
"10838",319240.25,4299910.25,17.779
"10839",319240.75,4299910.25,12.612
"10840",319241.25,4299910.25,8.903
"10841",319241.75,4299910.25,14.243
"10842",319242.25,4299910.25,17.967
"10843",319242.75,4299910.25,18.058
"10844",319243.25,4299910.25,18.998
"10845",319243.75,4299910.25,19.221
"10846",319244.25,4299910.25,19.221
"10847",319244.75,4299910.25,19.221
"10848",319245.25,4299910.25,18.95
"10849",319245.75,4299910.25,11.046
"10850",319246.25,4299910.25,14.108
"10851",319246.75,4299910.25,16.726
"10897",319189.75,4299909.75,3.065
"10898",319190.25,4299909.75,3.929
"10899",319190.75,4299909.75,4.376
"10900",319191.25,4299909.75,4.376
"10901",319191.75,4299909.75,4.554
"10902",319192.25,4299909.75,6.302
"10903",319192.75,4299909.75,6.456
"10904",319193.25,4299909.75,6.456
"10905",319193.75,4299909.75,2.706
"10906",319194.25,4299909.75,2.223
"10907",319194.75,4299909.75,2.143
"10908",319195.25,4299909.75,2.143
"10909",319195.75,4299909.75,2.29
"10910",319196.25,4299909.75,2.735
"10911",319196.75,4299909.75,4.581
"10912",319197.25,4299909.75,7.185
"10913",319197.75,4299909.75,10.999
"10914",319198.25,4299909.75,11.311
"10915",319198.75,4299909.75,11.311
"10916",319199.25,4299909.75,11.311
"10917",319199.75,4299909.75,1.504
"10918",319200.25,4299909.75,1.504
"10919",319200.75,4299909.75,1.301
"10920",319201.25,4299909.75,2.077
"10921",319201.75,4299909.75,3.597
"10922",319202.25,4299909.75,5.033
"10923",319202.75,4299909.75,5.481
"10924",319203.25,4299909.75,6.997
"10925",319203.75,4299909.75,8.209
"10926",319204.25,4299909.75,10.937
"10927",319204.75,4299909.75,13.095
"10928",319205.25,4299909.75,13.095
"10929",319205.75,4299909.75,6.51
"10930",319206.25,4299909.75,4.545
"10931",319206.75,4299909.75,4.281
"10932",319207.25,4299909.75,3.94
"10933",319207.75,4299909.75,3.314
"10934",319208.25,4299909.75,2.688
"10935",319208.75,4299909.75,2.14
"10936",319209.25,4299909.75,3.354
"10937",319209.75,4299909.75,3.616
"10938",319210.25,4299909.75,5.23
"10939",319210.75,4299909.75,6.402
"10940",319211.25,4299909.75,9.557
"10941",319211.75,4299909.75,12.175
"10942",319212.25,4299909.75,12.175
"10943",319212.75,4299909.75,13.968
"10944",319213.25,4299909.75,14.215
"10945",319213.75,4299909.75,14.215
"10946",319214.25,4299909.75,14.488
"10947",319214.75,4299909.75,14.488
"10948",319215.25,4299909.75,6.927
"10949",319215.75,4299909.75,4.066
"10950",319216.25,4299909.75,6.461
"10951",319216.75,4299909.75,7.366
"10952",319217.25,4299909.75,12.411
"10953",319217.75,4299909.75,13.272
"10954",319218.25,4299909.75,14.827
"10955",319218.75,4299909.75,14.827
"10956",319219.25,4299909.75,14.827
"10957",319219.75,4299909.75,14.238
"10958",319220.25,4299909.75,12.136
"10959",319220.75,4299909.75,6.903
"10960",319221.25,4299909.75,8.773
"10961",319221.75,4299909.75,8.773
"10962",319222.25,4299909.75,8.773
"10963",319222.75,4299909.75,8.773
"10964",319223.25,4299909.75,9.746
"10965",319223.75,4299909.75,9.746
"10966",319224.25,4299909.75,7.753
"10967",319224.75,4299909.75,7.753
"10968",319225.25,4299909.75,10.756
"10969",319225.75,4299909.75,12.717
"10970",319226.25,4299909.75,12.717
"10971",319226.75,4299909.75,12.882
"10972",319227.25,4299909.75,10.276
"10973",319227.75,4299909.75,7.44
"10974",319228.25,4299909.75,5.847
"10975",319228.75,4299909.75,7.318
"10976",319229.25,4299909.75,7.318
"10977",319229.75,4299909.75,7.318
"10978",319230.25,4299909.75,8.627
"10979",319230.75,4299909.75,8.797
"10980",319231.25,4299909.75,8.627
"10981",319231.75,4299909.75,6.784
"10982",319232.25,4299909.75,6.784
"10983",319232.75,4299909.75,9.422
"10984",319233.25,4299909.75,12.594
"10985",319233.75,4299909.75,13.184
"10986",319234.25,4299909.75,14.195
"10987",319234.75,4299909.75,15.493
"10988",319235.25,4299909.75,17.027
"10989",319235.75,4299909.75,17.027
"10990",319236.25,4299909.75,16.894
"10991",319236.75,4299909.75,16.894
"10992",319237.25,4299909.75,16.894
"10993",319237.75,4299909.75,17.178
"10994",319238.25,4299909.75,17.269
"10995",319238.75,4299909.75,17.759
"10996",319239.25,4299909.75,18.029
"10997",319239.75,4299909.75,18.029
"10998",319240.25,4299909.75,17.395
"10999",319240.75,4299909.75,15.667
"11000",319241.25,4299909.75,8.903
"11001",319241.75,4299909.75,14.243
"11002",319242.25,4299909.75,14.9
"11003",319242.75,4299909.75,16.355
"11004",319243.25,4299909.75,18.058
"11005",319243.75,4299909.75,19.221
"11006",319244.25,4299909.75,19.221
"11007",319244.75,4299909.75,15.376
"11008",319245.25,4299909.75,11.748
"11009",319245.75,4299909.75,11.046
"11010",319246.25,4299909.75,14.108
"11011",319246.75,4299909.75,16.726
"11056",319189.25,4299909.25,3.065
"11057",319189.75,4299909.25,3.065
"11058",319190.25,4299909.25,4.094
"11059",319190.75,4299909.25,4.194
"11060",319191.25,4299909.25,4.376
"11061",319191.75,4299909.25,5.801
"11062",319192.25,4299909.25,6.826
"11063",319192.75,4299909.25,7.934
"11064",319193.25,4299909.25,6.456
"11065",319193.75,4299909.25,2.223
"11066",319194.25,4299909.25,2.223
"11067",319194.75,4299909.25,2.143
"11068",319195.25,4299909.25,2.143
"11069",319195.75,4299909.25,2.143
"11070",319196.25,4299909.25,4.188
"11071",319196.75,4299909.25,6.925
"11072",319197.25,4299909.25,9.397
"11073",319197.75,4299909.25,11.311
"11074",319198.25,4299909.25,11.311
"11075",319198.75,4299909.25,11.311
"11076",319199.25,4299909.25,1.504
"11077",319199.75,4299909.25,1.504
"11078",319200.25,4299909.25,1.504
"11079",319200.75,4299909.25,1.658
"11080",319201.25,4299909.25,3.597
"11081",319201.75,4299909.25,5.033
"11082",319202.25,4299909.25,8.646
"11083",319202.75,4299909.25,8.209
"11084",319203.25,4299909.25,5.481
"11085",319203.75,4299909.25,6.139
"11086",319204.25,4299909.25,6.139
"11087",319204.75,4299909.25,6.139
"11088",319205.25,4299909.25,6.139
"11089",319205.75,4299909.25,4.545
"11090",319206.25,4299909.25,4.545
"11091",319206.75,4299909.25,4.281
"11092",319207.25,4299909.25,2.688
"11093",319207.75,4299909.25,2.688
"11094",319208.25,4299909.25,2.688
"11095",319208.75,4299909.25,2.383
"11096",319209.25,4299909.25,6.999
"11097",319209.75,4299909.25,6.402
"11098",319210.25,4299909.25,5.23
"11099",319210.75,4299909.25,6.245
"11100",319211.25,4299909.25,9.557
"11101",319211.75,4299909.25,9.655
"11102",319212.25,4299909.25,12.942
"11103",319212.75,4299909.25,14.138
"11104",319213.25,4299909.25,14.168
"11105",319213.75,4299909.25,14.488
"11106",319214.25,4299909.25,14.488
"11107",319214.75,4299909.25,11.242
"11108",319215.25,4299909.25,8.247
"11109",319215.75,4299909.25,7.013
"11110",319216.25,4299909.25,7.393
"11111",319216.75,4299909.25,9.345
"11112",319217.25,4299909.25,12.411
"11113",319217.75,4299909.25,12.411
"11114",319218.25,4299909.25,14.238
"11115",319218.75,4299909.25,14.238
"11116",319219.25,4299909.25,14.238
"11117",319219.75,4299909.25,12.68
"11118",319220.25,4299909.25,12.68
"11119",319220.75,4299909.25,12.136
"11120",319221.25,4299909.25,12.136
"11121",319221.75,4299909.25,8.773
"11122",319222.25,4299909.25,8.773
"11123",319222.75,4299909.25,9.746
"11124",319223.25,4299909.25,10.284
"11125",319223.75,4299909.25,9.746
"11126",319224.25,4299909.25,2.659
"11127",319224.75,4299909.25,2.659
"11128",319225.25,4299909.25,9.552
"11129",319225.75,4299909.25,10.756
"11130",319226.25,4299909.25,10.756
"11131",319226.75,4299909.25,9.917
"11132",319227.25,4299909.25,7.44
"11133",319227.75,4299909.25,7.44
"11134",319228.25,4299909.25,10.837
"11135",319228.75,4299909.25,14.184
"11136",319229.25,4299909.25,13.382
"11137",319229.75,4299909.25,9.892
"11138",319230.25,4299909.25,8.797
"11139",319230.75,4299909.25,8.797
"11140",319231.25,4299909.25,8.627
"11141",319231.75,4299909.25,7.995
"11142",319232.25,4299909.25,8.01
"11143",319232.75,4299909.25,11.671
"11144",319233.25,4299909.25,13.184
"11145",319233.75,4299909.25,15.114
"11146",319234.25,4299909.25,15.493
"11147",319234.75,4299909.25,17.027
"11148",319235.25,4299909.25,17.132
"11149",319235.75,4299909.25,17.132
"11150",319236.25,4299909.25,16.894
"11151",319236.75,4299909.25,16.548
"11152",319237.25,4299909.25,16.548
"11153",319237.75,4299909.25,17.178
"11154",319238.25,4299909.25,17.759
"11155",319238.75,4299909.25,17.395
"11156",319239.25,4299909.25,17.395
"11157",319239.75,4299909.25,17.395
"11158",319240.25,4299909.25,16.806
"11159",319240.75,4299909.25,16.489
"11160",319241.25,4299909.25,16.806
"11161",319241.75,4299909.25,15.451
"11162",319242.25,4299909.25,15.161
"11163",319242.75,4299909.25,15.451
"11164",319243.25,4299909.25,16.355
"11165",319243.75,4299909.25,16.355
"11166",319244.25,4299909.25,16.355
"11167",319244.75,4299909.25,12.351
"11168",319245.25,4299909.25,15.376
"11169",319245.75,4299909.25,15.851
"11170",319246.25,4299909.25,18.56
"11171",319246.75,4299909.25,18.56
"11172",319247.25,4299909.25,18.56
"11215",319188.75,4299908.75,9
"11216",319189.25,4299908.75,7.596
"11217",319189.75,4299908.75,10.671
"11218",319190.25,4299908.75,7.596
"11219",319190.75,4299908.75,4.113
"11220",319191.25,4299908.75,4.194
"11221",319191.75,4299908.75,6.026
"11222",319192.25,4299908.75,7.934
"11223",319192.75,4299908.75,10.374
"11224",319193.25,4299908.75,10.374
"11225",319193.75,4299908.75,8.479
"11226",319194.25,4299908.75,2.223
"11227",319194.75,4299908.75,2.223
"11228",319195.25,4299908.75,2.143
"11229",319195.75,4299908.75,4.188
"11230",319196.25,4299908.75,6.925
"11231",319196.75,4299908.75,9.397
"11232",319197.25,4299908.75,10.389
"11233",319197.75,4299908.75,11.53
"11234",319198.25,4299908.75,11.061
"11235",319198.75,4299908.75,11.061
"11236",319199.25,4299908.75,1.504
"11237",319199.75,4299908.75,1.504
"11238",319200.25,4299908.75,1.658
"11239",319200.75,4299908.75,2.545
"11240",319201.25,4299908.75,4.915
"11241",319201.75,4299908.75,7.581
"11242",319202.25,4299908.75,8.646
"11243",319202.75,4299908.75,7.581
"11244",319203.25,4299908.75,4.059
"11245",319203.75,4299908.75,4.059
"11246",319204.25,4299908.75,4.552
"11247",319204.75,4299908.75,6.139
"11248",319205.25,4299908.75,3.816
"11249",319205.75,4299908.75,4.545
"11250",319206.25,4299908.75,5.305
"11251",319206.75,4299908.75,5.305
"11252",319207.25,4299908.75,5.305
"11253",319207.75,4299908.75,2.688
"11254",319208.25,4299908.75,6.538
"11255",319208.75,4299908.75,8.826
"11256",319209.25,4299908.75,8.826
"11257",319209.75,4299908.75,8.826
"11258",319210.25,4299908.75,5.23
"11259",319210.75,4299908.75,5.23
"11260",319211.25,4299908.75,7.428
"11261",319211.75,4299908.75,9.888
"11262",319212.25,4299908.75,12.942
"11263",319212.75,4299908.75,13.26
"11264",319213.25,4299908.75,14.168
"11265",319213.75,4299908.75,14.168
"11266",319214.25,4299908.75,11.712
"11267",319214.75,4299908.75,8.247
"11268",319215.25,4299908.75,8.247
"11269",319215.75,4299908.75,7.15
"11270",319216.25,4299908.75,7.393
"11271",319216.75,4299908.75,7.393
"11272",319217.25,4299908.75,9.345
"11273",319217.75,4299908.75,12.34
"11274",319218.25,4299908.75,12.34
"11275",319218.75,4299908.75,12.34
"11276",319219.25,4299908.75,12.68
"11277",319219.75,4299908.75,12.68
"11278",319220.25,4299908.75,12.68
"11279",319220.75,4299908.75,12.68
"11280",319221.25,4299908.75,14.778
"11281",319221.75,4299908.75,14.778
"11282",319222.25,4299908.75,13.346
"11283",319222.75,4299908.75,10.583
"11284",319223.25,4299908.75,10.583
"11285",319223.75,4299908.75,10.284
"11286",319224.25,4299908.75,2.416
"11287",319224.75,4299908.75,2.493
"11288",319225.25,4299908.75,6.702
"11289",319225.75,4299908.75,9.552
"11290",319226.25,4299908.75,7.818
"11291",319226.75,4299908.75,4.179
"11292",319227.25,4299908.75,4.179
"11293",319227.75,4299908.75,10.837
"11294",319228.25,4299908.75,14.184
"11295",319228.75,4299908.75,15.298
"11296",319229.25,4299908.75,15.504
"11297",319229.75,4299908.75,13.382
"11298",319230.25,4299908.75,8.797
"11299",319230.75,4299908.75,8.788
"11300",319231.25,4299908.75,8.627
"11301",319231.75,4299908.75,8.92
"11302",319232.25,4299908.75,11.671
"11303",319232.75,4299908.75,12.727
"11304",319233.25,4299908.75,15.173
"11305",319233.75,4299908.75,15.114
"11306",319234.25,4299908.75,15.114
"11307",319234.75,4299908.75,15.5
"11308",319235.25,4299908.75,17.132
"11309",319235.75,4299908.75,17.132
"11310",319236.25,4299908.75,16.468
"11311",319236.75,4299908.75,14.741
"11312",319237.25,4299908.75,15.041
"11313",319237.75,4299908.75,17.573
"11314",319238.25,4299908.75,17.573
"11315",319238.75,4299908.75,17.395
"11316",319239.25,4299908.75,17.395
"11317",319239.75,4299908.75,17.395
"11318",319240.25,4299908.75,16.806
"11319",319240.75,4299908.75,16.489
"11320",319241.25,4299908.75,16.941
"11321",319241.75,4299908.75,14.9
"11322",319242.25,4299908.75,13.819
"11323",319242.75,4299908.75,13.819
"11324",319243.25,4299908.75,15.161
"11325",319243.75,4299908.75,13.174
"11326",319244.25,4299908.75,9.835
"11327",319244.75,4299908.75,7.439
"11328",319245.25,4299908.75,13.903
"11329",319245.75,4299908.75,17.749
"11330",319246.25,4299908.75,18.56
"11331",319246.75,4299908.75,18.56
"11332",319247.25,4299908.75,18.56
"11375",319188.75,4299908.25,9.621
"11376",319189.25,4299908.25,10.366
"11377",319189.75,4299908.25,10.671
"11378",319190.25,4299908.25,2.514
"11379",319190.75,4299908.25,2.514
"11380",319191.25,4299908.25,4.113
"11381",319191.75,4299908.25,6.826
"11382",319192.25,4299908.25,9.775
"11383",319192.75,4299908.25,10.374
"11384",319193.25,4299908.25,10.374
"11385",319193.75,4299908.25,9.234
"11386",319194.25,4299908.25,9.234
"11387",319194.75,4299908.25,9.797
"11388",319195.25,4299908.25,9.433
"11389",319195.75,4299908.25,9.433
"11390",319196.25,4299908.25,9.433
"11391",319196.75,4299908.25,11.36
"11392",319197.25,4299908.25,11.36
"11393",319197.75,4299908.25,11.53
"11394",319198.25,4299908.25,11.061
"11395",319198.75,4299908.25,11.061
"11396",319199.25,4299908.25,11.061
"11397",319199.75,4299908.25,2.545
"11398",319200.25,4299908.25,2.545
"11399",319200.75,4299908.25,2.775
"11400",319201.25,4299908.25,5.849
"11401",319201.75,4299908.25,7.581
"11402",319202.25,4299908.25,7.581
"11403",319202.75,4299908.25,4.059
"11404",319203.25,4299908.25,3.073
"11405",319203.75,4299908.25,3.073
"11406",319204.25,4299908.25,3.073
"11407",319204.75,4299908.25,2.81
"11408",319205.25,4299908.25,3.816
"11409",319205.75,4299908.25,5.161
"11410",319206.25,4299908.25,5.619
"11411",319206.75,4299908.25,6.803
"11412",319207.25,4299908.25,6.803
"11413",319207.75,4299908.25,6.803
"11414",319208.25,4299908.25,10.519
"11415",319208.75,4299908.25,12.778
"11416",319209.25,4299908.25,12.778
"11417",319209.75,4299908.25,12.778
"11418",319210.25,4299908.25,8.826
"11419",319210.75,4299908.25,7.428
"11420",319211.25,4299908.25,9.655
"11421",319211.75,4299908.25,12.866
"11422",319212.25,4299908.25,13.613
"11423",319212.75,4299908.25,14.064
"11424",319213.25,4299908.25,11.712
"11425",319213.75,4299908.25,11.712
"11426",319214.25,4299908.25,9.575
"11427",319214.75,4299908.25,7.15
"11428",319215.25,4299908.25,7.15
"11429",319215.75,4299908.25,7.013
"11430",319216.25,4299908.25,2.503
"11431",319216.75,4299908.25,4.133
"11432",319217.25,4299908.25,1.764
"11433",319217.75,4299908.25,2.19
"11434",319218.25,4299908.25,2.19
"11435",319218.75,4299908.25,2.863
"11436",319219.25,4299908.25,3.767
"11437",319219.75,4299908.25,11.828
"11438",319220.25,4299908.25,12.68
"11439",319220.75,4299908.25,14.778
"11440",319221.25,4299908.25,14.778
"11441",319221.75,4299908.25,14.778
"11442",319222.25,4299908.25,14.778
"11443",319222.75,4299908.25,10.73
"11444",319223.25,4299908.25,10.583
"11445",319223.75,4299908.25,2.946
"11446",319224.25,4299908.25,2.493
"11447",319224.75,4299908.25,5.79
"11448",319225.25,4299908.25,6.504
"11449",319225.75,4299908.25,6.504
"11450",319226.25,4299908.25,4.179
"11451",319226.75,4299908.25,4.179
"11452",319227.25,4299908.25,8.712
"11453",319227.75,4299908.25,12.055
"11454",319228.25,4299908.25,15.298
"11455",319228.75,4299908.25,15.298
"11456",319229.25,4299908.25,15.298
"11457",319229.75,4299908.25,15.059
"11458",319230.25,4299908.25,9.892
"11459",319230.75,4299908.25,9.397
"11460",319231.25,4299908.25,9.397
"11461",319231.75,4299908.25,12.634
"11462",319232.25,4299908.25,15.947
"11463",319232.75,4299908.25,15.783
"11464",319233.25,4299908.25,12.727
"11465",319233.75,4299908.25,6.399
"11466",319234.25,4299908.25,8.621
"11467",319234.75,4299908.25,15.114
"11468",319235.25,4299908.25,17.043
"11469",319235.75,4299908.25,17.043
"11470",319236.25,4299908.25,17.043
"11471",319236.75,4299908.25,9.263
"11472",319237.25,4299908.25,9.263
"11473",319237.75,4299908.25,17.573
"11474",319238.25,4299908.25,17.573
"11475",319238.75,4299908.25,17.573
"11476",319239.25,4299908.25,17.395
