"","x","y","focal_median"
"2180",319231.25,4299937.25,3.502
"2181",319231.75,4299937.25,3.502
"2339",319230.75,4299936.75,3.502
"2340",319231.25,4299936.75,2.755
"2341",319231.75,4299936.75,3.502
"2497",319229.75,4299936.25,3.032
"2498",319230.25,4299936.25,1.96
"2499",319230.75,4299936.25,1.96
"2500",319231.25,4299936.25,1.96
"2501",319231.75,4299936.25,2.755
"2502",319232.25,4299936.25,3.896
"2656",319229.25,4299935.75,3.032
"2657",319229.75,4299935.75,1.96
"2658",319230.25,4299935.75,1.96
"2659",319230.75,4299935.75,1.96
"2660",319231.25,4299935.75,1.641
"2661",319231.75,4299935.75,1.803
"2662",319232.25,4299935.75,2.163
"2814",319228.25,4299935.25,2.94
"2815",319228.75,4299935.25,3.032
"2816",319229.25,4299935.25,3.032
"2817",319229.75,4299935.25,2.213
"2818",319230.25,4299935.25,1.96
"2819",319230.75,4299935.25,1.641
"2820",319231.25,4299935.25,1.149
"2821",319231.75,4299935.25,1.501
"2822",319232.25,4299935.25,1.501
"2823",319232.75,4299935.25,3.068
"2973",319227.75,4299934.75,2.559
"2974",319228.25,4299934.75,2.559
"2975",319228.75,4299934.75,2.17
"2976",319229.25,4299934.75,2.213
"2977",319229.75,4299934.75,2.213
"2978",319230.25,4299934.75,2.213
"2979",319230.75,4299934.75,1.296
"2980",319231.25,4299934.75,1.149
"2981",319231.75,4299934.75,1.386
"2982",319232.25,4299934.75,1.46
"2983",319232.75,4299934.75,2.06
"2984",319233.25,4299934.75,5.595
"3131",319226.75,4299934.25,15.2
"3132",319227.25,4299934.25,11.342
"3133",319227.75,4299934.25,2.806
"3134",319228.25,4299934.25,2.806
"3135",319228.75,4299934.25,2.17
"3136",319229.25,4299934.25,2.213
"3137",319229.75,4299934.25,2.213
"3138",319230.25,4299934.25,2.213
"3139",319230.75,4299934.25,1.895
"3140",319231.25,4299934.25,1.417
"3141",319231.75,4299934.25,1.46
"3142",319232.25,4299934.25,1.753
"3143",319232.75,4299934.25,4.277
"3144",319233.25,4299934.25,8.207
"3290",319226.25,4299933.75,16.519
"3291",319226.75,4299933.75,16.982
"3292",319227.25,4299933.75,16.982
"3293",319227.75,4299933.75,2.806
"3294",319228.25,4299933.75,2.806
"3295",319228.75,4299933.75,2.17
"3296",319229.25,4299933.75,2.17
"3297",319229.75,4299933.75,2.616
"3298",319230.25,4299933.75,2.616
"3299",319230.75,4299933.75,2.616
"3300",319231.25,4299933.75,2.931
"3301",319231.75,4299933.75,2.931
"3302",319232.25,4299933.75,4.487
"3303",319232.75,4299933.75,4.778
"3304",319233.25,4299933.75,5.595
"3305",319233.75,4299933.75,11.96
"3448",319225.25,4299933.25,16.514
"3449",319225.75,4299933.25,16.514
"3450",319226.25,4299933.25,16.519
"3451",319226.75,4299933.25,16.982
"3452",319227.25,4299933.25,16.982
"3453",319227.75,4299933.25,13.101
"3454",319228.25,4299933.25,2.716
"3455",319228.75,4299933.25,2.17
"3456",319229.25,4299933.25,2.742
"3457",319229.75,4299933.25,3.632
"3458",319230.25,4299933.25,3.632
"3459",319230.75,4299933.25,5.859
"3460",319231.25,4299933.25,6.839
"3461",319231.75,4299933.25,6.839
"3462",319232.25,4299933.25,5.572
"3463",319232.75,4299933.25,4.778
"3464",319233.25,4299933.25,5.572
"3465",319233.75,4299933.25,11.886
"3607",319224.75,4299932.75,12.859
"3608",319225.25,4299932.75,16.05
"3609",319225.75,4299932.75,16.514
"3610",319226.25,4299932.75,16.514
"3611",319226.75,4299932.75,17.14
"3612",319227.25,4299932.75,15.629
"3613",319227.75,4299932.75,13.101
"3614",319228.25,4299932.75,2.716
"3615",319228.75,4299932.75,2.768
"3616",319229.25,4299932.75,3.632
"3617",319229.75,4299932.75,3.632
"3618",319230.25,4299932.75,5.859
"3619",319230.75,4299932.75,10.224
"3620",319231.25,4299932.75,13.279
"3621",319231.75,4299932.75,13.015
"3622",319232.25,4299932.75,7.051
"3623",319232.75,4299932.75,5.509
"3624",319233.25,4299932.75,5.509
"3625",319233.75,4299932.75,7.24
"3626",319234.25,4299932.75,11.886
"3765",319223.75,4299932.25,4.982
"3766",319224.25,4299932.25,8.325
"3767",319224.75,4299932.25,12.133
"3768",319225.25,4299932.25,15.541
"3769",319225.75,4299932.25,16.514
"3770",319226.25,4299932.25,17.14
"3771",319226.75,4299932.25,15.846
"3772",319227.25,4299932.25,15.629
"3773",319227.75,4299932.25,3.145
"3774",319228.25,4299932.25,2.768
"3775",319228.75,4299932.25,3.145
"3776",319229.25,4299932.25,3.632
"3777",319229.75,4299932.25,5.192
"3778",319230.25,4299932.25,10.586
"3779",319230.75,4299932.25,14.488
"3780",319231.25,4299932.25,15.723
"3781",319231.75,4299932.25,14.14
"3782",319232.25,4299932.25,13.015
"3783",319232.75,4299932.25,5.681
"3784",319233.25,4299932.25,5.572
"3785",319233.75,4299932.25,7.24
"3786",319234.25,4299932.25,7.24
"3924",319223.25,4299931.75,3.474
"3925",319223.75,4299931.75,3.658
"3926",319224.25,4299931.75,8.325
"3927",319224.75,4299931.75,11.075
"3928",319225.25,4299931.75,12.186
"3929",319225.75,4299931.75,15.541
"3930",319226.25,4299931.75,15.629
"3931",319226.75,4299931.75,15.629
"3932",319227.25,4299931.75,9.413
"3933",319227.75,4299931.75,3.145
"3934",319228.25,4299931.75,2.835
"3935",319228.75,4299931.75,3.128
"3936",319229.25,4299931.75,3.145
"3937",319229.75,4299931.75,10.224
"3938",319230.25,4299931.75,14.488
"3939",319230.75,4299931.75,15.723
"3940",319231.25,4299931.75,15.723
"3941",319231.75,4299931.75,15.723
"3942",319232.25,4299931.75,13.015
"3943",319232.75,4299931.75,5.681
"3944",319233.25,4299931.75,4.815
"3945",319233.75,4299931.75,4.815
"3946",319234.25,4299931.75,7.24
"3947",319234.75,4299931.75,4.016
"4082",319222.25,4299931.25,1.641
"4083",319222.75,4299931.25,2.107
"4084",319223.25,4299931.25,2.846
"4085",319223.75,4299931.25,3.474
"4086",319224.25,4299931.25,4.982
"4087",319224.75,4299931.25,9.311
"4088",319225.25,4299931.25,12.186
"4089",319225.75,4299931.25,12.186
"4090",319226.25,4299931.25,12.186
"4091",319226.75,4299931.25,9.413
"4092",319227.25,4299931.25,9.413
"4093",319227.75,4299931.25,2.835
"4094",319228.25,4299931.25,2.835
"4095",319228.75,4299931.25,2.835
"4096",319229.25,4299931.25,4.992
"4097",319229.75,4299931.25,14.488
"4098",319230.25,4299931.25,15.756
"4099",319230.75,4299931.25,16.917
"4100",319231.25,4299931.25,16.917
"4101",319231.75,4299931.25,15.723
"4102",319232.25,4299931.25,11.844
"4103",319232.75,4299931.25,3.866
"4104",319233.25,4299931.25,3.021
"4105",319233.75,4299931.25,3.021
"4106",319234.25,4299931.25,2.415
"4107",319234.75,4299931.25,2.415
"4241",319221.75,4299930.75,2.323
"4242",319222.25,4299930.75,1.641
"4243",319222.75,4299930.75,2.107
"4244",319223.25,4299930.75,3.474
"4245",319223.75,4299930.75,3.474
"4246",319224.25,4299930.75,8.275
"4247",319224.75,4299930.75,9.311
"4248",319225.25,4299930.75,12.186
"4249",319225.75,4299930.75,12.186
"4250",319226.25,4299930.75,9.413
"4251",319226.75,4299930.75,9.413
"4252",319227.25,4299930.75,7.888
"4253",319227.75,4299930.75,2.835
"4254",319228.25,4299930.75,2.835
"4255",319228.75,4299930.75,2.835
"4256",319229.25,4299930.75,2.835
"4257",319229.75,4299930.75,15.432
"4258",319230.25,4299930.75,16.396
"4259",319230.75,4299930.75,16.917
"4260",319231.25,4299930.75,17.971
"4261",319231.75,4299930.75,17.971
"4262",319232.25,4299930.75,11.844
"4263",319232.75,4299930.75,3.021
"4264",319233.25,4299930.75,3.021
"4265",319233.75,4299930.75,2.415
"4266",319234.25,4299930.75,1.37
"4267",319234.75,4299930.75,1.038
"4268",319235.25,4299930.75,0.879
"4399",319220.75,4299930.25,1.391
"4400",319221.25,4299930.25,1.722
"4401",319221.75,4299930.25,2.323
"4402",319222.25,4299930.25,4.014
"4403",319222.75,4299930.25,4.099
"4404",319223.25,4299930.25,8.044
"4405",319223.75,4299930.25,13.741
"4406",319224.25,4299930.25,9.81
"4407",319224.75,4299930.25,12.186
"4408",319225.25,4299930.25,12.186
"4409",319225.75,4299930.25,15.24
"4410",319226.25,4299930.25,12.186
"4411",319226.75,4299930.25,7.943
"4412",319227.25,4299930.25,6.546
"4413",319227.75,4299930.25,7.888
"4414",319228.25,4299930.25,2.835
"4415",319228.75,4299930.25,2.835
"4416",319229.25,4299930.25,4.481
"4417",319229.75,4299930.25,12.793
"4418",319230.25,4299930.25,16.396
"4419",319230.75,4299930.25,17.971
"4420",319231.25,4299930.25,17.971
"4421",319231.75,4299930.25,16.894
"4422",319232.25,4299930.25,11.527
"4423",319232.75,4299930.25,4.374
"4424",319233.25,4299930.25,2.415
"4425",319233.75,4299930.25,2.17
"4426",319234.25,4299930.25,1.038
"4427",319234.75,4299930.25,1.37
"4428",319235.25,4299930.25,1.691
"4429",319235.75,4299930.25,1.938
"4558",319220.25,4299929.75,0.846
"4559",319220.75,4299929.75,1.391
"4560",319221.25,4299929.75,2.319
"4561",319221.75,4299929.75,4.099
"4562",319222.25,4299929.75,9.849
"4563",319222.75,4299929.75,10.575
"4564",319223.25,4299929.75,13.741
"4565",319223.75,4299929.75,15.528
"4566",319224.25,4299929.75,15.528
"4567",319224.75,4299929.75,14.624
"4568",319225.25,4299929.75,15.24
"4569",319225.75,4299929.75,16.177
"4570",319226.25,4299929.75,16.177
"4571",319226.75,4299929.75,6.546
"4572",319227.25,4299929.75,7.888
"4573",319227.75,4299929.75,15.657
"4574",319228.25,4299929.75,14.718
"4575",319228.75,4299929.75,14.562
"4576",319229.25,4299929.75,12.132
"4577",319229.75,4299929.75,15.732
"4578",319230.25,4299929.75,17.332
"4579",319230.75,4299929.75,18.001
"4580",319231.25,4299929.75,18.001
"4581",319231.75,4299929.75,16.894
"4582",319232.25,4299929.75,10.115
"4583",319232.75,4299929.75,3.322
"4584",319233.25,4299929.75,2.623
"4585",319233.75,4299929.75,2.17
"4586",319234.25,4299929.75,1.37
"4587",319234.75,4299929.75,1.691
"4588",319235.25,4299929.75,1.938
"4589",319235.75,4299929.75,1.938
"4716",319219.25,4299929.25,0.633
"4717",319219.75,4299929.25,0.814
"4718",319220.25,4299929.25,0.846
"4719",319220.75,4299929.25,0.846
"4720",319221.25,4299929.25,1.391
"4721",319221.75,4299929.25,10.575
"4722",319222.25,4299929.25,10.746
"4723",319222.75,4299929.25,13.741
"4724",319223.25,4299929.25,15.248
"4725",319223.75,4299929.25,15.528
"4726",319224.25,4299929.25,15.515
"4727",319224.75,4299929.25,15.24
"4728",319225.25,4299929.25,16.177
"4729",319225.75,4299929.25,16.177
"4730",319226.25,4299929.25,13.484
"4731",319226.75,4299929.25,13.137
"4732",319227.25,4299929.25,15.657
"4733",319227.75,4299929.25,15.657
"4734",319228.25,4299929.25,15.47
"4735",319228.75,4299929.25,14.718
"4736",319229.25,4299929.25,15.47
"4737",319229.75,4299929.25,17.564
"4738",319230.25,4299929.25,17.946
"4739",319230.75,4299929.25,17.946
"4740",319231.25,4299929.25,18.001
"4741",319231.75,4299929.25,18.001
"4742",319232.25,4299929.25,4.504
"4743",319232.75,4299929.25,3.322
"4744",319233.25,4299929.25,2.623
"4745",319233.75,4299929.25,2.448
"4746",319234.25,4299929.25,2.448
"4747",319234.75,4299929.25,1.938
"4748",319235.25,4299929.25,1.691
"4749",319235.75,4299929.25,1.046
"4750",319236.25,4299929.25,1.544
"4875",319218.75,4299928.75,0.814
"4876",319219.25,4299928.75,0.714
"4877",319219.75,4299928.75,0.846
"4878",319220.25,4299928.75,0.846
"4879",319220.75,4299928.75,0.846
"4880",319221.25,4299928.75,8.821
"4881",319221.75,4299928.75,12.834
"4882",319222.25,4299928.75,14.046
"4883",319222.75,4299928.75,14.635
"4884",319223.25,4299928.75,15.248
"4885",319223.75,4299928.75,15.248
"4886",319224.25,4299928.75,14.613
"4887",319224.75,4299928.75,14.479
"4888",319225.25,4299928.75,15.515
"4889",319225.75,4299928.75,15.274
"4890",319226.25,4299928.75,13.137
"4891",319226.75,4299928.75,12.23
"4892",319227.25,4299928.75,15.657
"4893",319227.75,4299928.75,15.657
"4894",319228.25,4299928.75,15.657
"4895",319228.75,4299928.75,17.534
"4896",319229.25,4299928.75,17.564
"4897",319229.75,4299928.75,17.946
"4898",319230.25,4299928.75,17.946
"4899",319230.75,4299928.75,17.653
"4900",319231.25,4299928.75,17.653
"4901",319231.75,4299928.75,3.743
"4902",319232.25,4299928.75,3.322
"4903",319232.75,4299928.75,3.322
"4904",319233.25,4299928.75,2.623
"4905",319233.75,4299928.75,2.448
"4906",319234.25,4299928.75,2.448
"4907",319234.75,4299928.75,1.405
"4908",319235.25,4299928.75,1.405
"4909",319235.75,4299928.75,1.046
"4910",319236.25,4299928.75,1.241
"5033",319217.75,4299928.25,1.737
"5034",319218.25,4299928.25,1.667
"5035",319218.75,4299928.25,0.814
"5036",319219.25,4299928.25,0.483
"5037",319219.75,4299928.25,0.846
"5038",319220.25,4299928.25,1.277
"5039",319220.75,4299928.25,6.733
"5040",319221.25,4299928.25,10.77
"5041",319221.75,4299928.25,12.834
"5042",319222.25,4299928.25,12.834
"5043",319222.75,4299928.25,14.93
"5044",319223.25,4299928.25,16.289
"5045",319223.75,4299928.25,16.289
"5046",319224.25,4299928.25,14.479
"5047",319224.75,4299928.25,13.799
"5048",319225.25,4299928.25,15.274
"5049",319225.75,4299928.25,15.274
"5050",319226.25,4299928.25,13.484
"5051",319226.75,4299928.25,12.23
"5052",319227.25,4299928.25,13.484
"5053",319227.75,4299928.25,15.657
"5054",319228.25,4299928.25,17.534
"5055",319228.75,4299928.25,17.564
"5056",319229.25,4299928.25,17.946
"5057",319229.75,4299928.25,17.946
"5058",319230.25,4299928.25,17.653
"5059",319230.75,4299928.25,12.629
"5060",319231.25,4299928.25,12.629
"5061",319231.75,4299928.25,3.743
"5062",319232.25,4299928.25,3.72
"5063",319232.75,4299928.25,2.623
"5064",319233.25,4299928.25,0.882
"5065",319233.75,4299928.25,0.912
"5066",319234.25,4299928.25,0.912
"5067",319234.75,4299928.25,1.046
"5068",319235.25,4299928.25,1.405
"5069",319235.75,4299928.25,1.151
"5070",319236.25,4299928.25,1.151
"5071",319236.75,4299928.25,1.241
"5192",319217.25,4299927.75,2.578
"5193",319217.75,4299927.75,1.667
"5194",319218.25,4299927.75,1.525
"5195",319218.75,4299927.75,1.075
"5196",319219.25,4299927.75,0.483
"5197",319219.75,4299927.75,1.339
"5198",319220.25,4299927.75,2.805
"5199",319220.75,4299927.75,6.733
"5200",319221.25,4299927.75,8.821
"5201",319221.75,4299927.75,11.212
"5202",319222.25,4299927.75,12.834
"5203",319222.75,4299927.75,12.834
"5204",319223.25,4299927.75,14.93
"5205",319223.75,4299927.75,13.799
"5206",319224.25,4299927.75,13.799
"5207",319224.75,4299927.75,13.661
"5208",319225.25,4299927.75,14.521
"5209",319225.75,4299927.75,15.274
"5210",319226.25,4299927.75,15.274
"5211",319226.75,4299927.75,12.23
"5212",319227.25,4299927.75,12.852
"5213",319227.75,4299927.75,13.743
"5214",319228.25,4299927.75,17.534
"5215",319228.75,4299927.75,17.534
"5216",319229.25,4299927.75,17.534
"5217",319229.75,4299927.75,16.058
"5218",319230.25,4299927.75,12.629
"5219",319230.75,4299927.75,12.629
"5220",319231.25,4299927.75,3.743
"5221",319231.75,4299927.75,3.743
"5222",319232.25,4299927.75,3.743
"5223",319232.75,4299927.75,1.829
"5224",319233.25,4299927.75,0.882
"5225",319233.75,4299927.75,0.912
"5226",319234.25,4299927.75,0.912
"5227",319234.75,4299927.75,0.912
"5228",319235.25,4299927.75,0.921
"5229",319235.75,4299927.75,1.151
"5230",319236.25,4299927.75,1.03
"5231",319236.75,4299927.75,1.03
"5350",319216.25,4299927.25,1.862
"5351",319216.75,4299927.25,2.483
"5352",319217.25,4299927.25,2.015
"5353",319217.75,4299927.25,1.667
"5354",319218.25,4299927.25,1.328
"5355",319218.75,4299927.25,1.138
"5356",319219.25,4299927.25,0.889
"5357",319219.75,4299927.25,2.805
"5358",319220.25,4299927.25,2.805
"5359",319220.75,4299927.25,5.152
"5360",319221.25,4299927.25,5.917
"5361",319221.75,4299927.25,5.917
"5362",319222.25,4299927.25,5.917
"5363",319222.75,4299927.25,7.935
"5364",319223.25,4299927.25,7.935
"5365",319223.75,4299927.25,13.661
"5366",319224.25,4299927.25,13.799
"5367",319224.75,4299927.25,14.109
"5368",319225.25,4299927.25,14.705
"5369",319225.75,4299927.25,15.274
"5370",319226.25,4299927.25,16.026
"5371",319226.75,4299927.25,13.743
"5372",319227.25,4299927.25,13.743
"5373",319227.75,4299927.25,13.743
"5374",319228.25,4299927.25,16.058
"5375",319228.75,4299927.25,16.058
"5376",319229.25,4299927.25,16.058
"5377",319229.75,4299927.25,15.78
"5378",319230.25,4299927.25,13.631
"5379",319230.75,4299927.25,12.629
"5380",319231.25,4299927.25,9.126
"5381",319231.75,4299927.25,6.247
"5382",319232.25,4299927.25,4.569
"5383",319232.75,4299927.25,3.743
"5384",319233.25,4299927.25,2.005
"5385",319233.75,4299927.25,1.829
"5386",319234.25,4299927.25,1.367
"5387",319234.75,4299927.25,0.921
"5388",319235.25,4299927.25,0.912
"5389",319235.75,4299927.25,0.493
"5390",319236.25,4299927.25,0.827
"5391",319236.75,4299927.25,0.827
"5392",319237.25,4299927.25,1.466
"5509",319215.75,4299926.75,2.513
"5510",319216.25,4299926.75,1.046
"5511",319216.75,4299926.75,1.522
"5512",319217.25,4299926.75,1.366
"5513",319217.75,4299926.75,1.328
"5514",319218.25,4299926.75,1.239
"5515",319218.75,4299926.75,1.163
"5516",319219.25,4299926.75,1.339
"5517",319219.75,4299926.75,2.578
"5518",319220.25,4299926.75,2.578
"5519",319220.75,4299926.75,2.578
"5520",319221.25,4299926.75,2.578
"5521",319221.75,4299926.75,5.152
"5522",319222.25,4299926.75,4.186
"5523",319222.75,4299926.75,5.917
"5524",319223.25,4299926.75,7.935
"5525",319223.75,4299926.75,8.327
"5526",319224.25,4299926.75,14.109
"5527",319224.75,4299926.75,14.618
"5528",319225.25,4299926.75,14.705
"5529",319225.75,4299926.75,16.068
"5530",319226.25,4299926.75,16.068
"5531",319226.75,4299926.75,13.743
"5532",319227.25,4299926.75,13.743
"5533",319227.75,4299926.75,13.743
"5534",319228.25,4299926.75,14.044
"5535",319228.75,4299926.75,16.058
"5536",319229.25,4299926.75,16.058
"5537",319229.75,4299926.75,15.78
"5538",319230.25,4299926.75,13.914
"5539",319230.75,4299926.75,9.126
"5540",319231.25,4299926.75,9.126
"5541",319231.75,4299926.75,9.015
"5542",319232.25,4299926.75,5.532
"5543",319232.75,4299926.75,4.569
"5544",319233.25,4299926.75,4.569
"5545",319233.75,4299926.75,3.389
"5546",319234.25,4299926.75,3.078
"5547",319234.75,4299926.75,1.683
"5548",319235.25,4299926.75,0.852
"5549",319235.75,4299926.75,0.493
"5550",319236.25,4299926.75,0.827
"5551",319236.75,4299926.75,0.827
"5552",319237.25,4299926.75,2.177
"5667",319214.75,4299926.25,14.043
"5668",319215.25,4299926.25,10.854
"5669",319215.75,4299926.25,4.78
"5670",319216.25,4299926.25,0.564
"5671",319216.75,4299926.25,1.026
"5672",319217.25,4299926.25,1.239
"5673",319217.75,4299926.25,1.366
"5674",319218.25,4299926.25,1.239
"5675",319218.75,4299926.25,1.163
"5676",319219.25,4299926.25,2.415
"5677",319219.75,4299926.25,2.415
"5678",319220.25,4299926.25,2.578
"5679",319220.75,4299926.25,2.578
"5680",319221.25,4299926.25,2.472
"5681",319221.75,4299926.25,1.464
"5682",319222.25,4299926.25,4.186
"5683",319222.75,4299926.25,5.917
"5684",319223.25,4299926.25,7.935
"5685",319223.75,4299926.25,11.199
"5686",319224.25,4299926.25,14.618
"5687",319224.75,4299926.25,14.705
"5688",319225.25,4299926.25,16.068
"5689",319225.75,4299926.25,16.068
"5690",319226.25,4299926.25,16.068
"5691",319226.75,4299926.25,13.743
"5692",319227.25,4299926.25,13.743
"5693",319227.75,4299926.25,13.743
"5694",319228.25,4299926.25,15.855
"5695",319228.75,4299926.25,16.469
"5696",319229.25,4299926.25,16.469
"5697",319229.75,4299926.25,16.058
"5698",319230.25,4299926.25,13.914
"5699",319230.75,4299926.25,13.914
"5700",319231.25,4299926.25,9.015
"5701",319231.75,4299926.25,7.801
"5702",319232.25,4299926.25,4.569
"5703",319232.75,4299926.25,4.569
"5704",319233.25,4299926.25,4.791
"5705",319233.75,4299926.25,4.791
"5706",319234.25,4299926.25,3.389
"5707",319234.75,4299926.25,3.078
"5708",319235.25,4299926.25,2.65
"5709",319235.75,4299926.25,1.064
"5710",319236.25,4299926.25,1.064
"5711",319236.75,4299926.25,1.706
"5712",319237.25,4299926.25,3.285
"5713",319237.75,4299926.25,2.177
"5826",319214.25,4299925.75,12.654
"5827",319214.75,4299925.75,10.854
"5828",319215.25,4299925.75,5.276
"5829",319215.75,4299925.75,3.444
"5830",319216.25,4299925.75,1.009
"5831",319216.75,4299925.75,1.009
"5832",319217.25,4299925.75,1.239
"5833",319217.75,4299925.75,1.775
"5834",319218.25,4299925.75,1.775
"5835",319218.75,4299925.75,2.265
"5836",319219.25,4299925.75,2.415
"5837",319219.75,4299925.75,2.415
"5838",319220.25,4299925.75,2.578
"5839",319220.75,4299925.75,2.578
"5840",319221.25,4299925.75,2.578
"5841",319221.75,4299925.75,1.464
"5842",319222.25,4299925.75,2.996
"5843",319222.75,4299925.75,4.186
"5844",319223.25,4299925.75,6.386
"5845",319223.75,4299925.75,11.199
"5846",319224.25,4299925.75,14.618
"5847",319224.75,4299925.75,15.919
"5848",319225.25,4299925.75,16.068
"5849",319225.75,4299925.75,16.068
"5850",319226.25,4299925.75,16.068
"5851",319226.75,4299925.75,16.068
"5852",319227.25,4299925.75,14.945
"5853",319227.75,4299925.75,15.855
"5854",319228.25,4299925.75,15.855
"5855",319228.75,4299925.75,16.469
"5856",319229.25,4299925.75,16.469
"5857",319229.75,4299925.75,13.914
"5858",319230.25,4299925.75,13.914
"5859",319230.75,4299925.75,9.015
"5860",319231.25,4299925.75,8.319
"5861",319231.75,4299925.75,7.118
"5862",319232.25,4299925.75,3.931
"5863",319232.75,4299925.75,6.313
"5864",319233.25,4299925.75,6.577
"5865",319233.75,4299925.75,6.577
"5866",319234.25,4299925.75,4.139
"5867",319234.75,4299925.75,3.146
"5868",319235.25,4299925.75,2.65
"5869",319235.75,4299925.75,2.65
"5870",319236.25,4299925.75,3.285
"5871",319236.75,4299925.75,3.285
"5872",319237.25,4299925.75,3.285
"5873",319237.75,4299925.75,2.177
"5874",319238.25,4299925.75,2.177
"5984",319213.25,4299925.25,6.504
"5985",319213.75,4299925.25,6.504
"5986",319214.25,4299925.25,2.54
"5987",319214.75,4299925.25,2.54
"5988",319215.25,4299925.25,2.883
"5989",319215.75,4299925.25,3.444
"5990",319216.25,4299925.25,2.883
"5991",319216.75,4299925.25,2.358
"5992",319217.25,4299925.25,1.798
"5993",319217.75,4299925.25,2.136
"5994",319218.25,4299925.25,2.136
"5995",319218.75,4299925.25,2.762
"5996",319219.25,4299925.25,2.415
"5997",319219.75,4299925.25,2.578
"5998",319220.25,4299925.25,3.277
"5999",319220.75,4299925.25,3.277
"6000",319221.25,4299925.25,3.1
"6001",319221.75,4299925.25,3.1
"6002",319222.25,4299925.25,3.1
"6003",319222.75,4299925.25,3.687
"6004",319223.25,4299925.25,6.386
"6005",319223.75,4299925.25,8.637
"6006",319224.25,4299925.25,13.047
"6007",319224.75,4299925.25,16.091
"6008",319225.25,4299925.25,16.091
"6009",319225.75,4299925.25,17.11
"6010",319226.25,4299925.25,17.11
"6011",319226.75,4299925.25,17.002
"6012",319227.25,4299925.25,17.002
"6013",319227.75,4299925.25,16.469
"6014",319228.25,4299925.25,15.855
"6015",319228.75,4299925.25,15.742
"6016",319229.25,4299925.25,15.742
"6017",319229.75,4299925.25,12.717
"6018",319230.25,4299925.25,12.717
"6019",319230.75,4299925.25,9.015
"6020",319231.25,4299925.25,8.319
"6021",319231.75,4299925.25,7.048
"6022",319232.25,4299925.25,6.313
"6023",319232.75,4299925.25,7.048
"6024",319233.25,4299925.25,9.68
"6025",319233.75,4299925.25,9.68
"6026",319234.25,4299925.25,8.549
"6027",319234.75,4299925.25,8.989
"6028",319235.25,4299925.25,8.989
"6029",319235.75,4299925.25,8.989
"6030",319236.25,4299925.25,5.573
"6031",319236.75,4299925.25,4.412
"6032",319237.25,4299925.25,3.285
"6033",319237.75,4299925.25,2.317
"6034",319238.25,4299925.25,1.908
"6143",319212.75,4299924.75,6.504
"6144",319213.25,4299924.75,3.223
"6145",319213.75,4299924.75,2.492
"6146",319214.25,4299924.75,1.425
"6147",319214.75,4299924.75,2.54
"6148",319215.25,4299924.75,2.54
"6149",319215.75,4299924.75,2.755
"6150",319216.25,4299924.75,2.733
"6151",319216.75,4299924.75,2.358
"6152",319217.25,4299924.75,1.798
"6153",319217.75,4299924.75,2.136
"6154",319218.25,4299924.75,2.148
"6155",319218.75,4299924.75,2.762
"6156",319219.25,4299924.75,2.762
"6157",319219.75,4299924.75,3.436
"6158",319220.25,4299924.75,7.187
"6159",319220.75,4299924.75,7.842
"6160",319221.25,4299924.75,8.223
"6161",319221.75,4299924.75,3.1
"6162",319222.25,4299924.75,3.1
"6163",319222.75,4299924.75,3.1
"6164",319223.25,4299924.75,3.687
"6165",319223.75,4299924.75,6.386
"6166",319224.25,4299924.75,13.047
"6167",319224.75,4299924.75,16.367
"6168",319225.25,4299924.75,16.367
"6169",319225.75,4299924.75,17.11
"6170",319226.25,4299924.75,17.11
"6171",319226.75,4299924.75,17.002
"6172",319227.25,4299924.75,17.002
"6173",319227.75,4299924.75,15.742
"6174",319228.25,4299924.75,15.742
"6175",319228.75,4299924.75,11.651
"6176",319229.25,4299924.75,10.429
"6177",319229.75,4299924.75,10.429
"6178",319230.25,4299924.75,8.319
"6179",319230.75,4299924.75,8.319
"6180",319231.25,4299924.75,7.118
"6181",319231.75,4299924.75,5.071
"6182",319232.25,4299924.75,6.313
"6183",319232.75,4299924.75,8.06
"6184",319233.25,4299924.75,9.706
"6185",319233.75,4299924.75,9.706
"6186",319234.25,4299924.75,9.768
"6187",319234.75,4299924.75,9.768
"6188",319235.25,4299924.75,8.989
"6189",319235.75,4299924.75,8.989
"6190",319236.25,4299924.75,10.629
"6191",319236.75,4299924.75,5.652
"6192",319237.25,4299924.75,3.466
"6193",319237.75,4299924.75,2.317
"6194",319238.25,4299924.75,1.853
"6195",319238.75,4299924.75,1.694
"6301",319211.75,4299924.25,2.408
"6302",319212.25,4299924.25,2.664
"6303",319212.75,4299924.25,3.223
"6304",319213.25,4299924.25,3.223
"6305",319213.75,4299924.25,2.492
"6306",319214.25,4299924.25,2.492
"6307",319214.75,4299924.25,2.54
"6308",319215.25,4299924.25,2.733
"6309",319215.75,4299924.25,2.733
"6310",319216.25,4299924.25,2.155
"6311",319216.75,4299924.25,1.208
"6312",319217.25,4299924.25,0.326
"6313",319217.75,4299924.25,1.798
"6314",319218.25,4299924.25,1.921
"6315",319218.75,4299924.25,2.762
"6316",319219.25,4299924.25,3.067
"6317",319219.75,4299924.25,6.485
"6318",319220.25,4299924.25,7.801
"6319",319220.75,4299924.25,8.455
"6320",319221.25,4299924.25,11.369
"6321",319221.75,4299924.25,13.983
"6322",319222.25,4299924.25,3.687
"6323",319222.75,4299924.25,3.1
"6324",319223.25,4299924.25,2.884
"6325",319223.75,4299924.25,6.386
"6326",319224.25,4299924.25,16.367
"6327",319224.75,4299924.25,16.774
"6328",319225.25,4299924.25,16.367
